"Name","School","Rating"
"Justice Carlton","Texas Longhorns",63.7
"Emilee Fox","South Dakota State Jackrabbits",63.7
"JaMya Robinson","Longwood Lancers",63.7
"Nevaeh Otis","Niagara Purple Eagles",63.7
"Saniaa Wilson","Syracuse Orange",63.6
"Natalia Chavez","Abilene Christian Wildcats",63.6
"Jayda Wood","Berry Vikings",63.6
"Princess Anderson","Wichita State Shockers",63.6
"Kyra Lawrence","Delaware State Hornets",63.6
"Regan Hubert","Cedarville Yellow Jackets",63.6
"Julia Thoms","Jamestown Jimmies",63.6
"Bella LaChance","Furman Paladins",63.5
"Hailey Hohenecker","Chicago State Cougars",63.5
"Jalynn Bristow","Texas Tech Lady Raiders",63.5
"Boston Berry","McNeese Cowgirls",63.5
"Brionna Sims","Life University Running Eagles",63.5
"Edie Clarke","Saint Mary's Gaels",63.5
"Sydney Steward","Faulkner Eagles",63.5
"Mia Rivers","Abilene Christian Wildcats",63.4
"Grace Pack","Western Carolina Catamounts",63.4
"Sofia Kelemeni","San José State Spartans",63.4
"Shomari Phillips","Bethune-Cookman Wildcats",63.4
"Makenzie Bremer","UVA Wise Cavaliers",63.4
"Lauren Pete","UNT Dallas Trailblazers",63.4
"Phoebe Frentzel","St. Thomas-Minnesota Tommies",63.3
"Janiah Hinton","South Carolina State Lady Bulldogs",63.3
"Paula Lopez","Buffalo Bulls",63.3
"Alahna Paige","Florida Gulf Coast Eagles",63.3
"Sille-Liis Molder","UMass Lowell River Hawks",63.3
"Samara Swire","Harris-Stowe State Hornets",63.2
"Alexsyah Goudeau","UT Arlington Mavericks",63.2
"Alaila Walker","Lincoln (PA) Lions",63.2
"Cyriah Griffin","VCU Rams",63.2
"Braxcynn Baker","Murray State Racers",63.2
"Kiley Bundy","Keene State Owls",63.2
"Kahliya Gaitor","Webber International Warriors",63.2
"Valentina Saric","Jacksonville State Gamecocks",63.1
"Bri McDaniel","Maryland Terrapins",63.1
"Ashanti Backus","Alcorn State Lady Braves",63.1
"Elena Bertrand","Lipscomb Bisons",63.1
"Paris Gaines","Georgia Southern Eagles",63.1
"Tyla Heard","Oral Roberts Golden Eagles",63.1
"Dakota Nap","Weber State Wildcats",63.1
"Autumn Moore","Nelson Lions",63.1
"Makenna Yeager","Illinois-Springfield Prairie Stars",63.1
"Niveya Henley","Furman Paladins",63
"Laia Monclova","Denver Pioneers",63
"Nicole Willardson","Utah Tech Trailblazers",63
"Jordyn DeVaughn","Air Force Falcons",63
"Ava Schmidt","Northern Arizona Lumberjacks",63
"Zaria Johnson","Grambling Lady Tigers",62.9
"Gisela Sanchez","Kansas State Wildcats",62.9
"Kamryn Doty","Elon Phoenix",62.9
"Karley Johnson","Arkansas Razorbacks",62.9
"Emma Kate Tittle","North Alabama Lions",62.9
"Anela Thomas","Texas Southern Tigers",62.9
"Mylee Graham","Utah Tech Trailblazers",62.9
"Kaiden Kreinhagen","Evansville Purple Aces",62.9
"Trista Fayta","Illinois State Redbirds",62.9
"Teryn Gardner","Boise State Broncos",62.9
"Janiya Jones","Mississippi Valley State Devilettes",62.9
"Sofia Hernandez","Puerto Rico-Mayaguez Bulldogs",62.9
"Kayla White","Bethune-Cookman Wildcats",62.8
"Allasia Washington","SE Louisiana Lady Lions",62.8
"Dunja Zecevic","UTEP Miners",62.8
"Alexa Kinas","Loyola Chicago Ramblers",62.8
"Logan Luebbers Palmer","Evansville Purple Aces",62.8
"Kyra Price","Southern Wesleyan Warriors",62.8
"Sophia Tougas","Charleston Cougars",62.7
"Megan Oswald","Jamestown Jimmies",62.7
"Gwen Jenkins","South Carolina Upstate Spartans",62.7
"Marisa Gant","Chicago State Cougars",62.7
"Allison Haslam","Walla Walla Wolves",62.7
"Lizzy Kellam","Southwestern University Pirates",62.7
"Samora Watson","Texas A&M-Corpus Christi Islanders",62.6
"Nene Ndiaye","Boston College Eagles",62.6
"Taylor Wilson","Army Black Knights",62.6
"Tamesha Dozier","Evansville Purple Aces",62.6
"Marley Mueller","Rensselaer Engineers",62.6
"Jameelah Pharms","Cal Maritime Keelhaulers",62.6
"Cici Ellington","Portland State Vikings",62.5
"Cheyenne Forney","Cal State Bakersfield Roadrunners",62.5
"Shaquice May","Jacksonville State Gamecocks",62.5
"Indiya Bowen","Southeast Missouri State Redhawks",62.5
"Destiny Thomas","Murray State Racers",62.5
"Zara Dumatol","Simpson University (CA) Red Hawks",62.5
"Jaz Novelli","Cal Maritime Keelhaulers",62.5
"Meghan Huerter","UAlbany Great Danes",62.4
"Ally Fitzgerald","UC Davis Aggies",62.4
"Cristina Sanchez Cerqueira","Arkansas Razorbacks",62.4
"Lisa Thompson","Rutgers Scarlet Knights",62.4
"Maya Chocano","UC Riverside Highlanders",62.4
"Morning Grace Spotted Bear","South Dakota Mines Hardrockers",62.4
"Magda Freire","Queens University Royals",62.4
"Keziyah Sanders","Erskine Flying Fleet",62.4
"Lexus Bargesser","Indiana Hoosiers",62.3
"Angie Juste-Jean","South Carolina State Lady Bulldogs",62.3
"Alisa Williams","Iowa State Cyclones",62.3
"Rylie Ottmann","Colorado-Colorado Springs Mountain Lions",62.3
"Zoey Gore","Warren Wilson Owls",62.3
"Deb Orianegbena","UNC Asheville Bulldogs",62.3
"Brooke Barnes","Delaware State Hornets",62.3
"Filippa Goula","Cleveland State Vikings",62.2
"Bruna Anguera","Texas A&M-Corpus Christi Islanders",62.2
"Faith Walker","Duquesne Dukes",62.2
"Ahmiah Jordan","Bluefield University Ramblin' Rams",62.2
"Paige Lyons","East Tennessee State Bucs",62.1
"Mia Yanogacio","Le Moyne Dolphins",62.1
"Cassidy Carson","South Dakota Coyotes",62.1
"Trayanna Crisp","North Carolina Tar Heels",62.1
"Jaeda Whitner","Texas A&M-Corpus Christi Islanders",62.1
"Ashley Gray","Alabama State Lady Hornets",62.1
"Future Asevedo","LeTourneau Yellow Jackets",62.1
"Rhyan Harris","Emory & Henry Wasps",62.1
"Jatayah Bryant","Wesleyan College (GA) Wolves",62.1
"Moriah Prewitt","William Jewell Cardinals",62.1
"Brinley Hagemeier","Eastern Oregon Mountaineers",62
"Vanessa de Jesus","Duke Blue Devils",61.9
"Alyssa Moreland","Brown Bears",61.9
"Jamy De Kock","East Texas A&M Lions",61.9
"Jordan Green-Wallace","Walla Walla Wolves",61.9
"Jade Goynes","Western New Mexico Mustangs",61.9
"Mackenly Randolph","Louisville Cardinals",61.9
"Nayli Padilla","New Mexico Lobos",61.9
"Laini Dahlin","Cal State Northridge Matadors",61.9
"Ella Brown","Indiana-Southeast Grenadiers",61.9
"Savannah Cook","Montevallo Falcons",61.9
"Kyndall Hunter","Texas A&M Aggies",61.8
"Macie James","UNLV Lady Rebels",61.8
"Alexsia Rose","Minnesota Golden Gophers",61.8
"Kaitlyn Orihel","Villanova Wildcats",61.8
"Alonna Sellers","Central Connecticut Blue Devils",61.8
"Halle Wright","Idaho State Bengals",61.8
"Kylie Marshall","SMU Mustangs",61.8
"Makenzie Covey","LeTourneau Yellow Jackets",61.8
"Raven Addison","King (TN) Tornado",61.8
"Kaylani Polk","UC Riverside Highlanders",61.8
"Alana Powell","Omaha Mavericks",61.8
"Sanaa Tripp","Belmont Bruins",61.8
"Kyra Taylor","Sul Ross State Lobos",61.8
"Sonia Sato","Presbyterian Blue Hose",61.7
"Abby Liber","Youngstown State Penguins",61.7
"Evyn Carrier","Western Michigan Broncos",61.7
"Shay Ijiwoye","Stanford Cardinal",61.7
"Talia Zurinskas","Lafayette Leopards",61.7
"Sanaiya Edmond","Virginia-Lynchburg Dragons",61.7
"Calista Arzaga","Life Pacific Warriors",61.7
"Kendall Moriarty","Nebraska Cornhuskers",61.6
"Lauren Glazier","Pacific Tigers",61.6
"Maddy Tauro","Cal State Fullerton Titans",61.6
"Kiyah Hatcher","Park University Gilbert Buccaneers",61.6
"Kayla Pope","Clinton College Golden Bears",61.6
"Aaliyah Moore","Texas Longhorns",61.5
"Nicole Leff","Texas State Bobcats",61.5
"Kailyn Watkins","Alcorn State Lady Braves",61.5
"Megan Wagner","Western Michigan Broncos",61.5
"Lily Krahn","Wisconsin Badgers",61.5
"Lexi Salazar","American University Eagles",61.5
"McKinley Dickerson","Wyoming Cowgirls",61.5
"Jazlen Green","San Diego State Aztecs",61.5
"Skyler Furr","Guilford Quakers",61.5
"Ashlyn Watkins","South Carolina Gamecocks",61.4
"Brooke Murrell","Denver Pioneers",61.4
"Mor Shabtai","Valparaiso Beacons",61.4
"Shawna Robinson","Jarvis Christian Bulldogs",61.4
"Blake Barbee","Warner Pacific Knights",61.4
"Mailyn Wilkerson","Alabama A&M Bulldogs",61.3
"Faith Feuerbach","St. Thomas-Minnesota Tommies",61.3
"Kendall Dudley","UCLA Bruins",61.3
"Reagan Chigas","Westminster (MO) Blue Jays",61.3
"Alyssa Jimenez","Richmond Spiders",61.2
"Kaiden Glenn","Long Island University Sharks",61.2
"Dalanna Carter","Coastal Carolina Chanticleers",61.2
"Malia Samuels","USC Trojans",61.2
"Mya Zaccagnini","Iona Gaels",61.2
"Tyra Kennedy","Hampton Lady Pirates",61.2
"Zikeyah Carter","Florida A&M Rattlers",61.2
"Tierney Kelsey","Jackson State Lady Tigers",61.2
"Khloe Vaughn","Life University Running Eagles",61.2
"Helena Friend","Pepperdine Waves",61.1
"Madison Huhn","UT Rio Grande Valley Vaqueros",61.1
"Anna Mooney","College of Idaho Yotes",61.1
"Danika Galea","Arkansas Razorbacks",61.1
"Talaiyah Andrews","Texas A&M-San Antonio Jaguars",61.1
"Jailyn Martinson","Jamestown Jimmies",61
"Nika Lokica","Idaho State Bengals",61
"Nadia Moore","Duquesne Dukes",61
"Damara Allen","UTSA Roadrunners",61
"Sydney Burris","UNC Asheville Bulldogs",61
"D'Myjah Bolds","Western Michigan Broncos",61
"Messiah Hunter","Seton Hall Pirates",60.9
"Anna Ostlie","Grand Canyon Lopes",60.9
"Sydney Boone","Delaware Blue Hens",60.9
"Nyla Walker","Gardner-Webb Runnin' Bulldogs",60.9
"Mikaela Parris","Mississippi Valley State Devilettes",60.9
"Serenity Echols","Mississippi Valley State Devilettes",60.9
"Tasia Johnson","UNC Greensboro Spartans",60.9
"Isis Fitch","UNC Wilmington Seahawks",60.8
"Jasmine Peaks","Wichita State Shockers",60.8
"Irene Fernandez de Caleya","Wagner Seahawks",60.8
"Elana Weisman","Bucknell Bison",60.8
"Janelisse Marrero","Florida National Conquistadors",60.8
"Sa'Nya Green","Arlington Baptist Patriots",60.8
"Kadence Stoner","Maryville College (TN) Fighting Scots",60.8
"Gizelle Carreto","Westminster (MO) Blue Jays",60.8
"Rosa Revueltas Pareja","Mount St. Mary's Mountaineers",60.7
"Anna Kunzwiler","Bucknell Bison",60.7
"Kya Bradshaw","Schreiner Mountaineers",60.7
"Macy Chapman","Ohio Dominican Panthers",60.7
"Mahogany Chandler-Roberts","UCF Knights",60.7
"Madi Gewirtz","New Mexico State Aggies",60.7
"Jada Patton","IU Indianapolis Jaguars",60.7
"Journey Hildebrand","Kent State Golden Flashes",60.7
"Bree Salenbien","Gonzaga Bulldogs",60.6
"Gracie Barnes","South Carolina Upstate Spartans",60.6
"Gentry Baldwin","Oral Roberts Golden Eagles",60.6
"Lamya Alexander","Arlington Baptist Patriots",60.6
"Amaris Betts","Cedarville Yellow Jackets",60.6
"Layken Cox","Memphis Tigers",60.5
"Hannah Cleveland","Sewanee Tigers",60.5
"Kennedi Jackson","Boston College Eagles",60.4
"Sophie Bussard","Southeast Missouri State Redhawks",60.4
"Ty'Renisha Bowers","La Salle Explorers",60.4
"Layla Davis","Cal State Fullerton Titans",60.4
"Arielle-Vadrelle Belinga","Coppin State Eagles",60.3
"Jackie Wright","Davis & Elkins Senators",60.3
"Jada Wynn","Texas Tech Lady Raiders",60.3
"Darrionna Howard","North Carolina A&T Aggies",60.3
"Caitlyn Rayl","Cleary University Cougars",60.3
"Marija Markovic","Georgian Court University Lions",60.3
"Asjah Inniss","App State Mountaineers",60.2
"Katie Burton","Detroit Mercy Titans",60.2
"Breelyn Robinson","Colorado-Colorado Springs Mountain Lions",60.2
"Bella Toomey","Fairleigh Dickinson Knights",60.2
"Summer Davis","Georgia Lady Bulldogs",60.2
"Brooke Wilson","Army Black Knights",60.2
"Sarah Thompson","King (TN) Tornado",60.2
"Olivia Lambrigtsen","Viterbo V-Hawks",60.2
"Dani McTeer","Coppin State Eagles",60.1
"Molly Manion","Merrimack Warriors",60.1
"Destine Duckworth","Central Arkansas Sugar Bears",60.1
"Heaven Samayoa-Mathis","UTEP Miners",60.1
"Ana Beatriz Passos Alves da Silva","Idaho Vandals",60.1
"Grace Kingery","Ball State Cardinals",60.1
"Aniya Palmer","Alabama A&M Bulldogs",60.1
"Emma Bruwer","Kentucky Wesleyan Panthers",60.1
"Alaina Payne","Little Rock Trojans",60
"Meghan Casey","Binghamton Bearcats",60
"Silvia Gonzalez","Bryant Bulldogs",60
"Izzy Pugh","Milwaukee Panthers",60
"Keiryn McGuff","Bowling Green Falcons",60
"Meghan Murray","Kent State Golden Flashes",60
"Delaney Snyder","Cincinnati Bearcats",59.9
"Jordan Hunter","Auburn Tigers",59.9
"Molly O'Riordan","Dayton Flyers",59.9
"Sierra Chambers","Southern Utah Thunderbirds",59.9
"Erin Houpt","San Diego State Aztecs",59.8
"Jade Campbell","St. Francis (PA) Red Flash",59.8
"Jillian Torres","Our Lady Of The Lake Saints",59.8
"Adeang Ring","UCF Knights",59.8
"Jordan Peete","Charlotte 49ers",59.7
"Daejah Phillips","Hawai'i Rainbow Wahine",59.7
"Emma Imevbore","Troy Trojans",59.7
"Mia Curtis","Santa Clara Broncos",59.7
"Emily Jones","Morgan State Lady Bears",59.7
"Jaci Bolden","Longwood Lancers",59.7
"Uriah Jennings","Arkansas-Pine Bluff Golden Lions",59.7
"Jami Hill","Charleston Cougars",59.7
"Blanca Thomas","North Carolina Tar Heels",59.7
"Kristyna Jeskeova","Grand Canyon Lopes",59.6
"Sky Castro","Southern Jaguars",59.6
"Brecken Snotherly","East Tennessee State Bucs",59.6
"Mauriana Hashemian-Orr","Saint Mary's Gaels",59.6
"Kerith Renihan","Ohio Christian Trailblazers",59.6
"Karyn Sanford","Tarleton State Texans",59.5
"Meliah Van-Otoo","Loyola Maryland Greyhounds",59.5
"Chloe Oliver","Stony Brook Seawolves",59.5
"Alyssa Nielsen","Lindenwood Lions",59.5
"Danni Scully","Ohio Bobcats",59.5
"Alexandria Warren","Winston-Salem Rams",59.5
"Christin Callens","St. Mary's (TX) Rattlers",59.5
"Isabella Jaramillo","Our Lady Of The Lake Saints",59.5
"Tia Harvey","Alabama A&M Bulldogs",59.4
"Kourtney Rittenberry","Alabama A&M Bulldogs",59.4
"Hannah Humphrey","East Texas A&M Lions",59.4
"Kortney Doman","Southern Utah Thunderbirds",59.4
"Kristin Sterling","Bowie State Bulldogs",59.4
"Ramie Reid","Montevallo Falcons",59.4
"Ella Karst","UVA Wise Cavaliers",59.4
"Taylor Cullinan","Kennesaw State Owls",59.3
"Kaili Chamberlin","SE Louisiana Lady Lions",59.3
"Liliani Krause","Salem University Tigers",59.3
"Tyonna Bailey","Charleston Southern Buccaneers",59.3
"Norah Clark","UT Martin Skyhawks",59.3
"Anna Badosa","Liberty Flames",59.3
"Belle Bramer","Lehigh Mountain Hawks",59.3
"Eve Alexander","Florida A&M Rattlers",59.3
"Imani Ivery","St. Mary's (TX) Rattlers",59.3
"Isobel Bunyan","Montana State Bobcats",59.2
"Aaliyah Guyton","Iowa Hawkeyes",59.2
"Lyla Kahrimanovic","McNeese Cowgirls",59.2
"Siobhan Ryan","Georgetown Hoyas",59.1
"Sanaa' St. Andre","Tennessee State Lady Tigers",59.1
"Adara Groman","South Dakota Coyotes",59.1
"Lauren Beach","Fairfield Stags",59.1
"Sanaa Redmond","Rider Broncs",59.1
"Jael Hall","Guilford Quakers",59.1
"Arina Nikishina","Hampton Lady Pirates",59.1
"Shawnee Nordstrom","California Baptist Lancers",59.1
"Ale'jah Douglas","Grand Canyon Lopes",59
"Paris Kirk","Eastern Washington Eagles",59
"Sharmanye Finley","Alcorn State Lady Braves",59
"Cori Lard","Miami (OH) RedHawks",59
"Keira Scott","Syracuse Orange",59
"Lili Booker","Longwood Lancers",59
"Mara Braun","Minnesota Golden Gophers",58.9
"McKynnlie Dalan","Gonzaga Bulldogs",58.9
"Lara Langermann","New Mexico Lobos",58.9
"Olivia Schmitt","Syracuse Orange",58.9
"Brooke Littrell","Creighton Bluejays",58.9
"Lovisa Asbrink Hose","Florida Atlantic Owls",58.9
"Jordyn Merritt","Texas Tech Lady Raiders",58.8
"Mariah Moody","Erskine Flying Fleet",58.8
"Micaela Carter","Hofstra Pride",58.8
"Nicole Carreno","North Florida Ospreys",58.8
"Jesslynn Jalomo","Nicholls Colonels",58.8
"Bailey Ford","Kentucky State Thorobreds",58.8
"McCall King","UNC Wilmington Seahawks",58.7
"Jillian Huerter","Fairfield Stags",58.7
"Teayona Hoard","Corban University Warriors",58.7
"Lizzie Holder","Navy Midshipmen",58.6
"Kyra Gardner","Washington State Cougars",58.6
"Haley Walker","DePaul Blue Demons",58.6
"Judit Valero Rodriguez","Florida International Panthers",58.6
"Kaila Kelley","Sam Houston Bearkats",58.6
"Kensley Feltner","Belmont Bruins",58.6
"Athena Tomlinson","Boston College Eagles",58.6
"Leyocha Marigney","Marshall Thundering Herd",58.6
"Valeria Castro","Florida National Conquistadors",58.6
"Kayla Morris","Towson Tigers",58.5
"Ashley Chevalier","Houston Cougars",58.5
"Caroline Strande","Butler Bulldogs",58.5
"Morgan Dillard","Kennesaw State Owls",58.5
"Ciara Harris","Winthrop Eagles",58.5
"Blake Matthews","Texas State Bobcats",58.5
"Lucia Sotelo","VCU Rams",58.5
"Denae Skelton","Utah State Aggies",58.5
"Avery Simmons","Loyola Maryland Greyhounds",58.5
"Emma Shields","Lafayette Leopards",58.4
"Arene Iyekekpolor","Alcorn State Lady Braves",58.4
"Angelica Velez","Syracuse Orange",58.4
"Sydney Lusher","New Hampshire Wildcats",58.4
"Faith Harris","Life Pacific Warriors",58.4
"Courtney Wristen","San Diego Toreros",58.3
"Ituau Tuisaula","Stephen F. Austin Ladyjacks",58.3
"Taija Sta. Maria","Fresno State Bulldogs",58.3
"Celia Riviere","West Virginia Mountaineers",58.3
"Jennica Suggs","Robert Morris Colonials",58.3
"Sydney McLaughlin","Stonehill Skyhawks",58.3
"Peppi Lohko","Siena Saints",58.3
"Sierra Dickson","Texas State Bobcats",58.2
"Trinity Slocum","Cal State Bakersfield Roadrunners",58.2
"Rylee Sagester","Wright State Raiders",58.2
"Jayla Owen","North Dakota Fighting Hawks",58.2
"Erin Rodgers","Florida Atlantic Owls",58.2
"Jzaniya Harriel","Stanford Cardinal",58.1
"Kayla Beckwith","William & Mary Tribe",58.1
"Hannah Hicks","West Georgia Wolves",58.1
"Abbie Riddle","Wright State Raiders",58.1
"Mya Wardle","Eastern Kentucky Colonels",58.1
"Avery Sussex","UC Davis Aggies",58.1
"Jayda Mosley","Central Michigan Chippewas",58.1
"Starasia Bell-Freeman","Johnson C Smith Golden Bulls",58.1
"Kendall Coley","Nebraska Cornhuskers",58
"Kaitlyn Duhon","Auburn Tigers",58
"Ellie Gabel","Tiffin Dragons",58
"Ciera Toomey","North Carolina Tar Heels",58
"Anaiah Jenkins","Towson Tigers",58
"Lily Esparza","Denver Pioneers",58
"Amelia Pfeiffer","Tennessee Tech Golden Eagles",58
"Krystal Haddock","Tennessee State Lady Tigers",58
"Makenzie Hill","Delta State Statesmen",58
"Bailey Williams","Northeastern Huskies",57.9
"Mackenzie Leahy","Brown Bears",57.9
"Monajah Ford","South Carolina State Lady Bulldogs",57.9
"Karissa Antoine","Fordham Rams",57.9
"Kaelyn Hamilton","San Diego State Aztecs",57.9
"Kaitlyn McCarn","UT Martin Skyhawks",57.9
"Daniela Ciscar","St. Mary's (TX) Rattlers",57.9
"Grace Ellis","Cleveland State Vikings",57.8
"Estie Varga","Long Island University Sharks",57.8
"Leonor Paisana","Winthrop Eagles",57.8
"Briah Hampton","Southeast Missouri State Redhawks",57.8
"Kimmie Hicks","Loyola Maryland Greyhounds",57.8
"Angela Williams","James Madison Dukes",57.8
"Cheyenne Holloman","Georgia State Panthers",57.8
"De'Myla Brown","Missouri Tigers",57.7
"Julia Garcia Roig","Xavier Musketeers",57.7
"Alaisha Brown","Denver Pioneers",57.7
"Tiana Mathis","Texas Southern Tigers",57.7
"Kaylan Jack","Southern-New Orleans Knights",57.7
"Ari Long","Oregon Ducks",57.6
"Micah O'Dell","Robert Morris Colonials",57.6
"Ella Uriarte","Idaho Vandals",57.6
"Ruthie Mbugua","Jackson State Lady Tigers",57.6
"Ryanne Allen","Villanova Wildcats",57.5
"Kyndal Lewis","Eastern Michigan Eagles",57.5
"Audia Young","Auburn Tigers",57.5
"Adlee Blacklock","Texas Tech Lady Raiders",57.5
"Donavia Hall","SMU Mustangs",57.5
"Ashton Elley","UAB Blazers",57.5
"Mjracle Sheppard","LSU Tigers",57.5
"Aby Shubert","Montana Lady Griz",57.5
"Kendal Robinson","UT Arlington Mavericks",57.5
"Nevaeh Rivera","Centenary (LA) Gentlemen",57.5
"Jada Bediako","Marquette Golden Eagles",57.4
"Ava Watson","Ohio State Buckeyes",57.4
"Angelina Smith","DePaul Blue Demons",57.4
"Irene Rey Pineda","Canisius Golden Griffins",57.4
