player,team,conf,pos,g,mpg,ppg,rpg,apg,spg,bpg,ts,efg,tpar,team_z,sos_z,opp_z_w,rating_raw,rating
JuJu Watkins,USC Trojans,Big Ten,Guard,35,32.417142857142856,22.542857142857144,6.4,3.2285714285714286,2.057142857142857,1.6571428571428573,0.5532648939750926,0.4790268456375839,0.32550335570469796,1.974499619619242,1.968354199713711,0,97.99999999970969,98
Paige Bueckers,UConn Huskies,Big East,Guard,40,29.152916666666663,18.9,4.2,4.4,2.025,0.725,0.638039295118493,0.5996275605214153,0.31098696461824954,2.25373778543095,1.9398922039223196,0,97.70968396070282,98
Hannah Hidalgo,Notre Dame Fighting Irish,ACC,Guard,34,33.99852941176471,22.38235294117647,4.676470588235294,3.411764705882353,3.5,0.14705882352941177,0.575817191283293,0.5165217391304348,0.26956521739130435,2.036814318070437,1.965896227809094,0,97.41946813359094,97
Makayla Timpson,Florida State Seminoles,ACC,Center,32,31.008333333333336,17.78125,10.65625,1,1.78125,3.09375,0.5946409163113452,0.5509708737864077,0.019417475728155338,1.650179001111128,1.752058284167248,0,97.12935251386054,97
Payton Verhulst,Oklahoma Sooners,SEC,Guard,35,29.80285714285714,14.942857142857143,5.714285714285714,3.8857142857142857,1.4,0.8285714285714286,0.5515016028344862,0.5160919540229885,0.542528735632184,1.822566879537598,2.1342320088440916,0,96.83933709699735,97
Sarah Strong,UConn Huskies,Big East,Forward,40,29.203750000000003,16.425,8.9,3.55,2.3,1.65,0.662138192372813,0.6497844827586207,0.3275862068965517,2.25373778543095,1.9398922039223196,0,96.54942187848589,97
Serah Williams,Wisconsin Badgers,Big Ten,Center,29,32.63850574712644,19.344827586206897,9.793103448275861,2.4827586206896552,1.103448275862069,2.2758620689655173,0.5496982049071099,0.49544419134396356,0.02733485193621868,0.9378010911406979,1.7761641294075792,0,96.25960685380915,96
Kendall Bostic,Illinois Fighting Illini,Big Ten,Center,31,35.58333333333333,15.516129032258064,11.35483870967742,1.8709677419354838,0.6774193548387096,1.064516129032258,0.5714760954281912,0.5444162436548223,0.10406091370558376,1.4701957506528969,1.722945328783347,0,95.96989201844944,96
Aneesah Morrow,LSU Tigers,SEC,Center,37,33.11036036036036,18.216216216216218,13.108108108108109,1.5405405405405406,2.4054054054054053,0.5405405405405406,0.5435834569972255,0.5,0.07050092764378478,1.884807796622678,1.960229489590883,0,95.6802773678878,96
Sedona Prince,TCU Horned Frogs,B12,Center,38,32.239035087719294,16.763157894736842,9.131578947368421,2.3684210526315788,0.8947368421052632,2.9473684210526314,0.615530303030303,0.5842572062084257,0.011086474501108648,1.778736753683608,1.6039355091313476,0,95.39076289760384,95
Mikayla Blakes,Vanderbilt Commodores,SEC,Guard,33,32.7489898989899,23.303030303030305,3.4242424242424243,3.1818181818181817,2.3636363636363638,0.24242424242424243,0.5971238663187974,0.5255474452554745,0.4051094890510949,1.65797058346769,1.7952022741722735,0,95.1013486030764,95
Madison Booker,Texas Longhorns,SEC,Guard,39,30.96923076923077,15.897435897435898,6.461538461538462,2.6153846153846154,1.564102564102564,0.46153846153846156,0.5345196220428995,0.4884836852207294,0.11900191938579655,2.0897786638365314,2.2767908934758503,0,94.81203447978272,95
Aziaha James,NC State Wolfpack,ACC,Guard,35,31.720000000000002,17.914285714285715,4.885714285714286,2.6285714285714286,1.1428571428571428,0.3142857142857143,0.5414507772020726,0.5158878504672897,0.4261682242990654,1.691079524518514,2.078251610623845,0,94.52282052319933,95
Clara Strack,Kentucky Wildcats,SEC,Guard,31,32.270967741935486,15.419354838709678,9.67741935483871,2.5483870967741935,0.8064516129032258,2.3548387096774195,0.5502855037760177,0.5102827763496144,0.1928020565552699,1.6500594556309722,1.913633533966139,0,94.23370672880148,94
Lauren Betts,UCLA Bruins,Big Ten,Center,37,28.081981981981983,18.54054054054054,8.72972972972973,2.4864864864864864,0.8378378378378378,2.7027027027027026,0.6551803178484108,0.6475770925110133,0,1.939026819761873,2.0518806289303817,0,93.94469309206295,94
Ta'Niya Latson,Florida State Seminoles,ACC,Guard,32,27.195833333333333,22.1875,4.0625,4.15625,1.96875,0.4375,0.5516534062655396,0.490036231884058,0.19384057971014493,1.650179001111128,1.752058284167248,0,93.65577960845675,94
Gianna Kneepkens,Utah Utes,B12,Guard,29,30.35977011494253,19.06896551724138,4.793103448275862,3.0344827586206895,1.103448275862069,0.27586206896551724,0.6711165048543689,0.6204481792717087,0.5490196078431373,1.5423282651795442,1.5959407231581986,0,93.46058259954212,93
Olivia Miles,Notre Dame Fighting Irish,ACC,Guard,34,33.550000000000004,15.352941176470589,5.647058823529412,5.794117647058823,1.3823529411764706,0.23529411764705882,0.6138287864534338,0.579155672823219,0.47493403693931396,2.036814318070437,1.965896227809094,0,93.37503795037837,93
Mikaylah Williams,LSU Tigers,SEC,Guard,37,32.03873873873874,17.27027027027027,4.45945945945946,3.3513513513513513,1.054054054054054,0.3783783783783784,0.5697218259629102,0.5275590551181102,0.32677165354330706,1.884807796622678,1.960229489590883,0,93.28952297219064,93
Morgan Maly,Creighton Bluejays,Big East,Guard,32,30.913020833333338,17.21875,5.75,1.90625,0.78125,0.5,0.6016334730957372,0.5712616822429907,0.40186915887850466,1.4306408416179346,1.7533357264906506,0,93.2040376636361,93
Sonia Citron,Notre Dame Fighting Irish,ACC,Forward,34,32.50343137254902,13.235294117647058,5.0588235294117645,2.5,1.8235294117647058,0.8529411764705882,0.5966270683071702,0.5579710144927537,0.39710144927536234,2.036814318070437,1.965896227809094,0,93.1185820233717,93
Stailee Heard,Oklahoma State Cowgirls,B12,Guard,31,33.61559139784946,17.032258064516128,8.258064516129032,2.064516129032258,1.7741935483870968,0.2903225806451613,0.5932584269662922,0.5554089709762533,0.36939313984168864,1.521647714386531,1.2352143871560044,0,93.03315605005405,93
DeYona Gaston,Auburn Tigers,SEC,Center,30,29.82222222222222,21.533333333333335,7.066666666666666,0.8666666666666667,1.1333333333333333,0.9333333333333333,0.5886855726470802,0.5454545454545454,0.021141649048625793,1.2258123803758216,1.738751199446687,0,92.94775974233926,93
Flau'jae Johnson,LSU Tigers,SEC,Forward,37,29.593243243243244,17.08108108108108,5.135135135135135,2.324324324324324,1.5405405405405406,0.8378378378378378,0.5600056709435033,0.5168650793650794,0.25396825396825395,1.884807796622678,1.960229489590883,0,92.86239309888325,93
O'Mariah Gordon,Florida State Seminoles,ACC,Guard,32,28.276041666666668,14.84375,3.03125,3.40625,1.8125,0.1875,0.5369901419914986,0.4975247524752475,0.2722772277227723,1.650179001111128,1.752058284167248,0,92.77705611834158,93
Izzy Higginbottom,Arkansas Razorbacks,SEC,Guard,31,35.28817204301075,24.387096774193548,4.67741935483871,3.6129032258064515,1.1612903225806452,0.22580645161290322,0.5586427051312367,0.4654255319148936,0.18262411347517732,0.8099175644648657,1.9066216303594408,0,92.69174879936935,93
Kiki Iriafen,USC Trojans,Big Ten,Center,35,30.761428571428574,18,8.371428571428572,1.8285714285714285,0.9142857142857143,0.6285714285714286,0.5516637478108581,0.4939271255060729,0.02834008097165992,1.974499619619242,1.968354199713711,0,92.60647114062147,93
Hailey Van Lith,TCU Horned Frogs,B12,Guard,38,35.824122807017545,17.894736842105264,4.578947368421052,5.368421052631579,1.2105263157894737,0.5789473684210527,0.5726219347884667,0.516504854368932,0.3786407766990291,1.778736753683608,1.6039355091313476,0,92.52122314075243,93
Lauren Jensen,Creighton Bluejays,Big East,Guard,32,35.48802083333333,17.375,3.8125,3.71875,1.21875,0.21875,0.5385926844389337,0.5122950819672131,0.38729508196721313,1.4306408416179346,1.7533357264906506,0,92.4360047984163,92
Haley Cavinder,Miami Hurricanes,ACC,Guard,28,35.8375,18.392857142857142,6.642857142857143,4.714285714285714,0.8214285714285714,0.17857142857142858,0.5461988800271509,0.5171232876712328,0.3333333333333333,1.0302132876115417,1.6017036575122334,0,92.35081611226695,92
Jillian Hayes,Cincinnati Bearcats,B12,Center,29,31.902298850574713,15.551724137931034,9.517241379310345,1.5862068965517242,1.6206896551724137,0.7586206896551724,0.5195373698276656,0.4365781710914454,0.02359882005899705,1.003014760512707,1.484928682330081,0,92.26565708095778,92
Kara Dunn,Georgia Tech Yellow Jackets,ACC,Guard,33,32.625757575757575,15.484848484848484,5.848484848484849,1.2121212121212122,1.2727272727272727,0.12121212121212122,0.6053928537579376,0.5633423180592992,0.39622641509433965,1.5039533632844224,1.6164770567100917,0,92.18052770314192,92
Sarah Ashlee Barker,Alabama Crimson Tide,SEC,Guard,33,27.265151515151516,15.454545454545455,5.363636363636363,3.303030303030303,1.696969696969697,0.6666666666666666,0.5883710198431011,0.561038961038961,0.24935064935064935,1.6685311143107011,1.7327126613301012,0,92.09542797747214,92
Yarden Garzon,Indiana Hoosiers,Big Ten,Guard,33,34.13535353535354,14.424242424242424,5.424242424242424,3.1818181818181817,1.303030303030303,0.5757575757575758,0.5844219624791278,0.5478723404255319,0.574468085106383,1.4614051885638055,2.0974450010074883,0,92.01035790260083,92
Georgia Amoore,Kentucky Wildcats,SEC,Guard,31,37.288709677419355,19.580645161290324,2.2580645161290325,6.870967741935484,1.032258064516129,0.3548387096774194,0.5345568550091588,0.49808429118773945,0.4444444444444444,1.6500594556309722,1.913633533966139,0,91.92531747718003,92
Khadija Faye,Pittsburgh Panthers,ACC,Center,32,29.133854166666662,17.84375,9.5625,1.21875,1.1875,2.40625,0.5498844375963019,0.48325358851674644,0.0023923444976076554,0.8311492672953938,1.3103637727915485,0,91.8403066998615,92
Zoe Brooks,NC State Wolfpack,ACC,Guard,35,31.458571428571428,13.82857142857143,4.542857142857143,3.6,1.2857142857142858,0.5142857142857142,0.5331805763637966,0.48743718592964824,0.17839195979899497,1.691079524518514,2.078251610623845,0,91.75532556929657,92
Kymora Johnson,Virginia Cavaliers,ACC,Guard,32,37.39427083333333,17.9375,5.96875,5.78125,1.875,0.40625,0.5610728808257742,0.5150862068965517,0.38146551724137934,1.0986037850765131,1.362667061567824,0,91.67037408413633,92
Destiny Adams,Rutgers Scarlet Knights,Big Ten,Center,32,31.834375,17.9375,9.71875,1.875,2.375,0.96875,0.4804151322397054,0.4267326732673267,0.1306930693069307,0.8827259617869985,1.4355159434482654,0,91.58545224303134,92
Elle Ladine,Washington Huskies,Big Ten,Guard,32,33.10520833333333,17.375,4.96875,2.375,1.125,0.21875,0.579988316782108,0.5603070175438597,0.4232456140350877,1.3510005481639062,1.5640707160994605,0,91.50056004463198,92
Katelyn Young,Murray State Racers,MVC,Guard,28,31.37142857142857,21.285714285714285,6.428571428571429,3,1.2142857142857142,0.6785714285714286,0.6259452192908755,0.583732057416268,0.23205741626794257,1.192377718155921,0.4671707544778444,0,91.43677311569121,91
Olivia Olson,Michigan Wolverines,Big Ten,Forward,34,31.30735294117647,16.264705882352942,5.294117647058823,2.088235294117647,1.411764705882353,0.5,0.5541082164328658,0.5067567567567568,0.21171171171171171,1.6326371349670803,2.068348557574737,0,91.37314842791234,91
Megan McConnell,Duquesne Dukes,A10,Guard,34,37.40735294117647,18.41176470588235,7.176470588235294,5.029411764705882,4.0588235294117645,0.2647058823529412,0.5666183924692252,0.5456431535269709,0.46473029045643155,0.8028645122613115,0.05189411267736221,0,91.30954596912436,91
Grace Grocholski,Minnesota Golden Gophers,Big Ten,Guard,33,34.56666666666667,13.181818181818182,4.9393939393939394,2.8484848484848486,1.303030303030303,0.2727272727272727,0.571706445168752,0.5302593659942363,0.5302593659942363,1.4083852182655796,1.2598948277156725,0,91.24596573831398,91
Dalayah Daniels,Washington Huskies,Big Ten,Center,32,29.67395833333334,12.6875,7.03125,2,1.5625,1.59375,0.6033765307335632,0.5825082508250825,0.0924092409240924,1.3510005481639062,1.5640707160994605,0,91.1824077344676,91
Liatu King,Notre Dame Fighting Irish,ACC,Center,34,29.39362745098039,11.205882352941176,10.058823529411764,1.5294117647058822,1.911764705882353,0.8529411764705882,0.5631429584959206,0.5627009646302251,0.006430868167202572,2.036814318070437,1.965896227809094,0,91.11887195657144,91
Audi Crooks,Iowa State Cyclones,B12,Center,34,29.602941176470587,23.264705882352942,7.4411764705882355,1.4705882352941178,0.35294117647058826,0.7058823529411765,0.6272202486678509,0.6015037593984962,0.02443609022556391,1.4385672138691148,1.7150295167602962,0,91.05535840361135,91
Aaliyah Nye,Alabama Crimson Tide,SEC,Guard,33,33.95050505050506,15.181818181818182,2.303030303030303,1.393939393939394,1.0909090909090908,0.2727272727272727,0.6195587653343886,0.5997375328083989,0.6404199475065617,1.6685311143107011,1.7327126613301012,0,90.99186707457302,91
Khamil Pierre,Vanderbilt Commodores,SEC,Center,33,30.06868686868687,19.757575757575758,9.333333333333334,2.0606060606060606,2.8484848484848486,0.24242424242424243,0.529805629591107,0.5018248175182481,0.041970802919708027,1.65797058346769,1.7952022741722735,0,90.92839796844186,91
Grace VanSlooten,Michigan State Spartans,Big Ten,Center,31,26.794086021505375,15.483870967741936,7.258064516129032,1.8387096774193548,1.1935483870967742,1.1290322580645162,0.555247084952804,0.5210084033613446,0,1.6462614871858658,1.8777847769051104,0,90.86495108420293,91
Jewel Spear,Tennessee Lady Volunteers,SEC,Guard,34,23.5328431372549,11.764705882352942,2.6176470588235294,1.6470588235294117,0.8529411764705882,0.14705882352941177,0.5820044232336166,0.5340909090909091,0.6590909090909091,1.8396325085544687,2.070698203104861,0,90.80152642084114,91
Harmoni Turner,Harvard Crimson,Ivy League,Guard,24,33.33819444444445,22,5.583333333333333,3.75,3.0833333333333335,0.3333333333333333,0.5351062104751094,0.4909297052154195,0.36507936507936506,1.2742678386469821,0.2846866951284244,0,90.73812397734109,91
Lucy Olsen,Iowa Hawkeyes,Big Ten,Guard,32,32.27916666666667,16.8125,3.34375,4.65625,1.15625,0.3125,0.5236315502608424,0.4892241379310345,0.30387931034482757,1.620085208055328,2.2637553154023498,0,90.67474375268706,91
JJ Quinerly,West Virginia Mountaineers,B12,Guard,33,31.02373737373737,19.757575757575758,2.9696969696969697,3.121212121212121,2.9393939393939394,0.2727272727272727,0.5450046810218002,0.49049429657794674,0.30228136882129275,1.7653891370159522,1.5339615063371372,0,90.61138574586322,91
Zaay Green,Alabama Crimson Tide,SEC,Guard,33,32.132828282828285,15.727272727272727,4.96969696969697,4.515151515151516,1.0303030303030303,0.696969696969697,0.5413919719602771,0.5258426966292135,0.3235955056179775,1.6685311143107011,1.7327126613301012,0,90.54804995585327,91
Julia Ayrault,Michigan State Spartans,Big Ten,Forward,31,25.81021505376344,13.935483870967742,7.129032258064516,2,1.032258064516129,1.5161290322580645,0.530764694318852,0.479108635097493,0.3732590529247911,1.6462614871858658,1.8777847769051104,0,90.48473638164081,90
Elena Bosgana,Stanford Cardinal,ACC,Guard,30,27.822777777777777,12.266666666666667,6.266666666666667,2.2666666666666666,1.5,0.43333333333333335,0.5357558816678314,0.5016129032258064,0.47419354838709676,1.2523078161140868,1.6248092303151704,0,90.42144502220916,90
Addy Brown,Iowa State Cyclones,B12,Guard,34,32.35392156862745,15.058823529411764,7.617647058823529,5.470588235294118,0.6176470588235294,0.47058823529411764,0.5804988662131519,0.5414507772020726,0.3238341968911917,1.4385672138691148,1.7150295167602962,0,90.35817587654125,90
Te-Hina Paopao,South Carolina Gamecocks,SEC,Guard,39,25.520940170940175,9.435897435897436,2.6923076923076925,2.8461538461538463,1.0769230769230769,0.3333333333333333,0.554684673821295,0.5396825396825397,0.5142857142857142,2.1843277343446545,2.5307581208810648,0,90.2949289436199,90
Teonni Key,Kentucky Wildcats,SEC,Center,31,28.56505376344086,11.35483870967742,8.258064516129032,1.4838709677419355,0.9032258064516129,1.7096774193548387,0.5659891947517366,0.5237226277372263,0.16423357664233576,1.6500594556309722,1.913633533966139,0,90.23170422242758,90
Ra Shaya Kyle,Florida Gators,SEC,Center,36,27.53472222222222,13.944444444444445,8.583333333333334,1.0833333333333333,0.4722222222222222,0.5,0.6485117817279867,0.5955414012738853,0,1.27174424689524,1.818451538673928,0,90.16850171194652,90
Carys Baker,Virginia Tech Hokies,ACC,Forward,32,34.630208333333336,12.59375,6.25,1.6875,0.75,0.75,0.5965774514448129,0.566006600660066,0.40264026402640263,1.2534089945581477,1.5004332833801999,0,90.10532141115868,90
Jorie Allen,DePaul Blue Demons,Big East,Center,30,35.1088888888889,19.733333333333334,5.833333333333333,3.8,1.2666666666666666,0.8333333333333334,0.5443978518355035,0.44760820045558086,0.025056947608200455,0.809157308539568,1.4562072184552655,0,90.04216331904576,90
Allyson Fertig,Wyoming Cowgirls,Mountain West,Center,32,32.18385416666667,18.375,10.84375,1.46875,0.5,1.75,0.601620692477695,0.5825471698113207,0.030660377358490566,0.9816640453391233,0.5822527071337801,0,89.97902743458917,90
Katie Dinnebier,Drake Bulldogs,MVC,Guard,29,35.33793103448276,23.103448275862068,4.551724137931035,7.413793103448276,2.4482758620689653,0.27586206896551724,0.666162901686287,0.6307339449541285,0.5642201834862385,1.0789540563514912,0.5459514584490779,0,89.91591375677012,90
Saniya Rivers,NC State Wolfpack,ACC,Guard,35,34.624761904761904,11.857142857142858,6.628571428571429,3.8285714285714287,1.6285714285714286,1.3142857142857143,0.4790377689537353,0.45050761421319796,0.233502538071066,1.691079524518514,2.078251610623845,0,89.85282228456947,90
Gabriela Jaquez,UCLA Bruins,Big Ten,Guard,37,26.43333333333333,9.324324324324325,5.162162162162162,2.108108108108108,0.6216216216216216,0.10810810810810811,0.6068815085842949,0.5814393939393939,0.3371212121212121,1.939026819761873,2.0518806289303817,0,89.78975301696788,90
Tonie Morgan,Georgia Tech Yellow Jackets,ACC,Guard,33,29.60656565656566,13.696969696969697,4.484848484848484,5.575757575757576,1.0303030303030303,0.3939393939393939,0.5444733545340658,0.5095108695652174,0.16576086956521738,1.5039533632844224,1.6164770567100917,0,89.72670595294574,90
Jerkaila Jordan,Mississippi State Bulldogs,SEC,Forward,34,30.978431372549025,15.970588235294118,5.764705882352941,1.911764705882353,2.0588235294117645,0.6764705882352942,0.49131378935939196,0.45213849287169044,0.2790224032586558,1.4778708211798943,1.607417726609531,0,89.6636810914831,90
Sophie Burrows,Syracuse Orange,ACC,Guard,30,31.448888888888895,12.233333333333333,5.6,1.8666666666666667,1.4666666666666666,0.3333333333333333,0.5220780698759531,0.509009009009009,0.4924924924924925,1.0466155493153928,1.5644082879284316,0,89.60067843155987,90
Alexis Markowski,Nebraska Cornhuskers,Big Ten,Center,33,26.98787878787879,16.333333333333332,8,1.5151515151515151,0.45454545454545453,0.9090909090909091,0.5429526956241437,0.5035545023696683,0.17298578199052134,1.4191197821502697,1.823924856449676,0,89.53769797215558,90
Kiki Rice,UCLA Bruins,Big Ten,Guard,37,26.570720720720725,11.72972972972973,3.189189189189189,4.594594594594595,1.2972972972972974,0.35135135135135137,0.611129886222823,0.5370370370370371,0.28619528619528617,1.939026819761873,2.0518806289303817,0,89.47473971224954,89
Syla Swords,Michigan Wolverines,Big Ten,Guard,34,32.11470588235294,15.5,6,2.411764705882353,1.1176470588235294,0,0.5507022237084099,0.5102739726027398,0.454337899543379,1.6326371349670803,2.068348557574737,0,89.41180365082084,89
Madison Hayes,NC State Wolfpack,ACC,Guard,35,32.707619047619055,10.914285714285715,7.142857142857143,0.8571428571428571,0.6857142857142857,0.6,0.6095225938218024,0.5606617647058824,0.5073529411764706,1.691079524518514,2.078251610623845,0,89.3488897868482,89
Jaelyn Glenn,Kansas State Wildcats,B12,Guard,36,32.61805555555556,9.666666666666666,4.111111111111111,3.0555555555555554,1.6666666666666667,0.05555555555555555,0.6231198968629136,0.6148148148148148,0.6111111111111112,1.8069358879870958,1.6150636890244294,0,89.28599811931016,89
Kaylene Smikle,Maryland Terrapins,Big Ten,Forward,33,29.668181818181818,17.939393939393938,4.424242424242424,1.6666666666666667,1.5151515151515151,0.36363636363636365,0.5708114779389079,0.4965197215777262,0.28074245939675174,1.557845919408796,1.8655218744503868,0,89.22312864718498,89
Jayda Curry,Louisville Cardinals,ACC,Guard,33,24.646464646464647,11.757575757575758,2.090909090909091,2.696969696969697,1.3333333333333333,0,0.5594002306805075,0.4918032786885246,0.521311475409836,1.4528537281324567,2.2244781214244744,0,89.1602813694506,89
Madison Conner,TCU Horned Frogs,B12,Guard,38,33.30921052631579,14.447368421052632,4,3.5526315789473686,0.9210526315789473,0.23684210526315788,0.6271705355510876,0.603448275862069,0.7019704433497537,1.778736753683608,1.6039355091313476,0,89.09745628508477,89
Talaysia Cooper,Tennessee Lady Volunteers,SEC,Guard,34,23.86176470588235,16.558823529411764,5.617647058823529,3.176470588235294,3.088235294117647,0.7352941176470589,0.4978423882286361,0.48120300751879697,0.25375939849624063,1.8396325085544687,2.070698203104861,0,89.0346533930649,89
Azzi Fudd,UConn Huskies,Big East,Guard,40,22.798750000000002,11.55,1.7,1.525,1.15,0.25,0.6002494543186779,0.5813008130081301,0.4905149051490515,2.25373778543095,1.9398922039223196,0,88.98312361542091,89
Taylor Jones,Texas Longhorns,SEC,Center,39,21.61068376068376,11.615384615384615,6.743589743589744,0.41025641025641024,0.8205128205128205,1.8717948717948718,0.631763918330916,0.5833333333333334,0,2.0897786638365314,2.2767908934758503,0,88.94546850918292,89
Taylor Williams,Northwestern Wildcats,Big Ten,Center,24,28.89027777777778,11.791666666666666,9.375,2,1.4583333333333333,0.6666666666666666,0.5232988165680473,0.4834123222748815,0,0.960239279067064,1.7789455218111394,0,88.90782671651095,89
Peyton McDaniel,James Madison Dukes,Sun Belt,Forward,34,32.74264705882353,16.38235294117647,8.5,1.2647058823529411,1.7647058823529411,0.7647058823529411,0.563628268436817,0.5254988913525499,0.4678492239467849,1.1190359519267368,0.5334712609986052,0,88.87019823679084,89
Yvonne Ejim,Gonzaga Bulldogs,WCC,Center,34,31.63627450980392,20.558823529411764,9.117647058823529,2.4411764705882355,1.3823529411764706,1,0.5873554719010488,0.5371819960861057,0.08806262230919765,0.9127006607004937,0.5716775394693511,0,88.83258306940824,89
Elle Evans,Kansas Jayhawks,B12,Guard,27,33.36172839506173,13.777777777777779,3.8518518518518516,1.1111111111111112,1.037037037037037,0.5925925925925926,0.5835843373493975,0.5463917525773195,0.5120274914089347,1.0617521527387002,1.7514465476441803,0,88.79498121374866,89
Essence Cody,Alabama Crimson Tide,SEC,Center,33,25.416666666666668,11.121212121212121,6.333333333333333,0.6666666666666666,1.0909090909090908,1.7272727272727273,0.6017971927062836,0.5513833992094862,0.1422924901185771,1.6685311143107011,1.7327126613301012,0,88.75739266919746,89
Jasmine Bascoe,Villanova Wildcats,Big East,Guard,35,33.28857142857142,15.17142857142857,4.2,3.914285714285714,1.7714285714285714,0.14285714285714285,0.5285475394171046,0.4824945295404814,0.33698030634573306,1.0898671601642396,1.6964127797684465,0,88.71981743513977,89
Joyce Edwards,South Carolina Gamecocks,SEC,Forward,39,21.714957264957263,12.666666666666666,5,1.2307692307692308,1.0769230769230769,0.5384615384615384,0.5795945184907076,0.5287671232876713,0.00821917808219178,2.1843277343446545,2.5307581208810648,0,88.68225551096066,89
Jaloni Cambridge,Ohio State Buckeyes,Big Ten,Guard,33,24.52323232323232,13.575757575757576,3.9393939393939394,3.4242424242424243,1.7878787878787878,0.18181818181818182,0.5075222040964292,0.46272493573264784,0.2159383033419023,1.6917006656839237,1.8096053963323875,0,88.64470689604498,89
Latasha Lattimore,Virginia Cavaliers,ACC,Forward,32,30.182291666666668,13.84375,7.90625,0.9375,0.875,2.15625,0.5566445516686771,0.5253731343283582,0.21492537313432836,1.0986037850765131,1.362667061567824,0,88.60717158977742,89
Skylar Vann,Oklahoma Sooners,SEC,Guard,35,23.557619047619045,9.857142857142858,4.857142857142857,2.6857142857142855,1.1714285714285715,0.14285714285714285,0.5009292600766639,0.4753846153846154,0.42153846153846153,1.822566879537598,2.1342320088440916,0,88.56964959154253,89
Dazia Lawrence,Kentucky Wildcats,SEC,Guard,31,33.877956989247316,12.870967741935484,2.3548387096774195,2.032258064516129,0.8387096774193549,0.16129032258064516,0.5910760843801849,0.5689102564102564,0.5512820512820513,1.6500594556309722,1.913633533966139,0,88.53214090072468,89
Tyi Skinner,Arizona State Sun Devils,B12,Guard,32,35.7421875,16.84375,2.5625,2.78125,1.15625,0.03125,0.5365960496973559,0.48552338530066813,0.46770601336302897,0.8529791919868706,1.5406618027344208,0,88.49464551670808,88
Sira Thienou,Ole Miss Rebels,SEC,Forward,33,25.97121212121212,10.484848484848484,4.666666666666667,1.9090909090909092,2.393939393939394,0.30303030303030304,0.5701291853414184,0.5462962962962963,0.2740740740740741,1.7410870519166886,1.8322482695859699,0,88.45716343887679,88
Madina Okot,Mississippi State Bulldogs,SEC,Center,34,22.994607843137253,11.323529411764707,9.558823529411764,0.7058823529411765,1.3529411764705883,1.1176470588235294,0.6554753473168073,0.648854961832061,0,1.4778708211798943,1.607417726609531,0,88.4196946666147,88
Mia Jacobs,Fresno State Bulldogs,Mountain West,Guard,31,33.41881720430107,18.225806451612904,10.096774193548388,1.8064516129032258,2.032258064516129,0.6451612903225806,0.5620771985674492,0.4785202863961814,0.4081145584725537,0.5520041582804158,0.11609689447646243,0,88.38223919930554,88
Taylor Thierry,Ohio State Buckeyes,Big Ten,Forward,33,31.670707070707074,10.212121212121213,5.151515151515151,1.2121212121212122,2.3333333333333335,0.5151515151515151,0.6420515165371132,0.6200873362445415,0.2445414847161572,1.6917006656839237,1.8096053963323875,0,88.34479703633289,88
Amelia Hassett,Kentucky Wildcats,SEC,Forward,31,33.61559139784946,8.64516129032258,7.870967741935484,1.935483870967742,0.9354838709677419,1.2580645161290323,0.5457803844900618,0.5216450216450217,0.7272727272727273,1.6500594556309722,1.913633533966139,0,88.30736817708014,88
Laura Ziegler,Saint Joseph's Hawks,A10,Guard,33,35.70656565656566,17.484848484848484,10.363636363636363,4.2727272727272725,0.7575757575757576,0.9393939393939394,0.5040181691125087,0.4719626168224299,0.29906542056074764,1.1148443602412748,0.5199778570283083,0,88.26995262093052,88
Raegan Beers,Oklahoma Sooners,SEC,Center,35,21.35,16.285714285714285,8.82857142857143,1.0571428571428572,0.5714285714285714,1.1142857142857143,0.6758679567444508,0.6502890173410405,0.0953757225433526,1.822566879537598,2.1342320088440916,0,88.23255036726718,88
Ashlon Jackson,Duke Blue Devils,ACC,Guard,37,29.565765765765768,12.432432432432432,2.3783783783783785,2.108108108108108,1,0.1891891891891892,0.5089396353336874,0.47511848341232227,0.5545023696682464,1.888373998893519,2.2872977628900024,0,88.19516141547297,88
Emma Ronsiek,Colorado State Rams,Mountain West,Guard,29,37.581609195402294,18.24137931034483,5.9655172413793105,2.4482758620689653,0.8620689655172413,0.3448275862068966,0.5515012510425354,0.5058275058275058,0.4428904428904429,0.887448672688939,0.18440629854199805,0,88.15778576493067,88
Tori McKinney,Minnesota Golden Gophers,Big Ten,Guard,33,27.388383838383845,9.696969696969697,2.878787878787879,2.303030303030303,1.2121212121212122,0.3333333333333333,0.5817335660267597,0.5085106382978724,0.3702127659574468,1.4083852182655796,1.2598948277156725,0,88.12042341502288,88
Britt Prince,Nebraska Cornhuskers,Big Ten,Guard,33,28.559090909090912,12.212121212121213,3.6363636363636362,3.4242424242424243,1.5454545454545454,0.30303030303030304,0.5719232515894641,0.5267295597484277,0.33962264150943394,1.4191197821502697,1.823924856449676,0,88.08307436513202,88
Kelsey Ransom,Georgetown Hoyas,Big East,Guard,30,37.58277777777777,20.533333333333335,6.066666666666666,3.8666666666666667,2.1333333333333333,0.2,0.5010085236515063,0.44857142857142857,0.18666666666666668,0.8810142764600352,1.3358466065512422,0,88.0457386146404,88
Anastasiia Boldyreva,Middle Tennessee Blue Raiders,CUSA,Center,32,36.3140625,14.375,9.84375,1.03125,0.8125,3.65625,0.5445075757575758,0.5066844919786097,0.08021390374331551,1.1281397163554066,0.42871000230565476,0,88.00841616293008,88
