player,team,conf,pos,g,mpg,ppg,rpg,apg,spg,bpg,ts,efg,tpar,team_z,sos_z,opp_z_w,rating_raw,rating
Judit Oliva Fernandez,Long Beach State Beach,Big West,Forward,29,8.589080459770116,1.3793103448275863,1.7241379310344827,0.5172413793103449,0.20689655172413793,0.20689655172413793,0.3762227238525207,0.3404255319148936,0.23404255319148937,0.40097787990148265,-0.4675908351972246,0,60.080853176536756,60
Emiyah Cobb,SIU Edwardsville Cougars,OVC,Center,28,9.331547619047617,1.9285714285714286,1.3928571428571428,0.75,0.32142857142857145,0.17857142857142858,0.47268907563025214,0.4574468085106383,0.1276595744680851,0.03189788800559929,-0.4181788891011458,0,60.079921471788865,60
Anela Thomas,Texas Southern Tigers,SWAC,Guard,28,17.428571428571427,3.5357142857142856,1.9285714285714286,1.3214285714285714,0.42857142857142855,0.10714285714285714,0.3687425506555423,0.3201754385964912,0.4824561403508772,0.22027514583399638,-0.9596298159880479,0,60.07899554076714,60
Marisa Gant,Chicago State Cougars,NEC,Guard,31,18.562365591397846,3.129032258064516,1.7419354838709677,0.7741935483870968,0.5483870967741935,0.06451612903225806,0.3369927737632018,0.30514705882352944,0.47058823529411764,-0.1746884681005098,-0.6683327769580819,0,60.07807537877935,60
Diana Eliasson,New Hampshire Wildcats,AEC,Forward,29,11.25344827586207,2.3793103448275863,0.9310344827586207,0.3793103448275862,0.3793103448275862,0.034482758620689655,0.4503916449086162,0.42857142857142855,0.3,0.17992853879632376,-0.5997890233945657,0,60.077160981111575,60
Bella LaChance,Furman Paladins,SoCon,Guard,32,16.743229166666666,2.1875,2.03125,2.25,0.5625,0,0.34972022382094325,0.26744186046511625,0.3953488372093023,0.35730620806774493,-0.9364082070955252,0,60.076252343027924,60
Hailey Hohenecker,Chicago State Cougars,NEC,Guard,31,20.497311827956988,2.2580645161290325,1.8709677419354838,0.967741935483871,0.5806451612903226,0,0.3258845437616387,0.32038834951456313,0.4368932038834951,-0.1746884681005098,-0.6683327769580819,0,60.075349459770344,60
Jaliena Sanchez,UMBC Retrievers,AEC,Forward,28,32.86011904761905,8.428571428571429,2.2142857142857144,1.6785714285714286,1.2857142857142858,0,0.3865810509762809,0.311787072243346,0.24714828897338403,0.19209268653125253,-0.6927755646068474,0,60.074452326558394,60
Maureen Stapleton,Stonehill Skyhawks,NEC,Guard,31,26.4005376344086,3.838709677419355,7.064516129032258,3.6451612903225805,0.6774193548387096,0.45161290322580644,0.5718954248366013,0.5360824742268041,0.422680412371134,-0.021629755774797532,-1.453971712537951,0,60.07356093858898,60
Mikaela Parris,Mississippi Valley State Devilettes,SWAC,Guard,28,17.573809523809523,3.392857142857143,1.6071428571428572,0.5714285714285714,0.32142857142857145,0.07142857142857142,0.3576807228915662,0.3387096774193548,0.3870967741935484,-0.19383242430564765,-0.7258933963037811,0,60.07267529103618,60
Finley Lohan,UNC Wilmington Seahawks,CAA,Guard,26,8.87628205128205,1.2692307692307692,1.2307692307692308,0.38461538461538464,0.34615384615384615,0.11538461538461539,0.4583333333333333,0.4583333333333333,0.6388888888888888,0.2221622430204346,-0.7855729860361081,0,60.07179537905093,60
Sofia Ceppellotti,North Alabama Lions,ASUN,Guard,30,7.218333333333334,1.7333333333333334,1.4333333333333333,0.06666666666666667,0.06666666666666667,0,0.5462184873949579,0.524390243902439,0.34146341463414637,0.315978697552025,-0.6004210190509744,0,60.07092119776087,60
Emily Hall,Akron Zips,MAC,Guard,31,25.351075268817205,2.967741935483871,2.806451612903226,1.5483870967741935,1.1290322580645162,0,0.4339622641509434,0.37894736842105264,0.4631578947368421,0.2363680507076947,-0.4344156145875716,0,60.07005274227001,60
Ivet Subirats,Florida A&M Rattlers,SWAC,Guard,28,25.52559523809524,4.464285714285714,3.357142857142857,2.0714285714285716,1.2857142857142858,0.17857142857142858,0.48494723774053383,0.45726495726495725,0.48717948717948717,0.20963441773949293,-0.9968447665188427,0,60.069190007658534,60
Eri Blithikioti,UC San Diego Tritons,Big West,Guard,33,9.365656565656565,0.9393939393939394,1.3333333333333333,1,0.21212121212121213,0.09090909090909091,0.32051282051282054,0.3125,0.25,0.5396434869845568,-0.6518635366269001,0,60.068332988982554,60
Selma Eklund,North Florida Ospreys,ASUN,Center,30,9.827777777777778,1.4333333333333333,1.9666666666666666,0.3,0.2,0.13333333333333333,0.3465506125080593,0.32727272727272727,0.14545454545454545,-0.07999244016865387,-0.270661571802881,0,60.067481681273804,60
Arianna Mosley,Grambling Lady Tigers,SWAC,Forward,28,18.154761904761905,4.857142857142857,2,0.6071428571428571,0.8928571428571429,0.07142857142857142,0.4195459032576505,0.36496350364963503,0.20437956204379562,0.27529938534439763,-0.9592872981133119,0,60.066636079539414,60
Zikeyah Carter,Florida A&M Rattlers,SWAC,Center,28,10.747619047619049,2.857142857142857,2.7857142857142856,0.17857142857142858,0.21428571428571427,0.9285714285714286,0.41823504809703055,0.3902439024390244,0.024390243902439025,0.20963441773949293,-0.9968447665188427,0,60.06579617876164,60
Cadence Johnson,Merrimack Warriors,MAAC,Guard,28,9.658333333333333,1.5714285714285714,1.1071428571428572,0.42857142857142855,0.25,0.03571428571428571,0.3627968337730871,0.3620689655172414,0.5344827586206896,0.2458738567161083,-0.5575748244418643,0,60.06496197389757,60
Anna Hager,High Point Panthers,Big South,Guard,33,9.858585858585858,2.272727272727273,1.5454545454545454,0.48484848484848486,0.45454545454545453,0.18181818181818182,0.4559824902723736,0.4041095890410959,0.5068493150684932,0.4775113487066938,-1.1364163685978628,0,60.06413345987888,60
Alejandra Mastral,Robert Morris Colonials,Horizon,Guard,29,8.34367816091954,1.2758620689655173,0.896551724137931,0.6896551724137931,0.27586206896551724,0,0.4028745644599303,0.34210526315789475,0.4473684210526316,0.34905555898512136,-0.42179904520619815,0,60.063310631611536,60
Paula Pique,Abilene Christian Wildcats,WAC,Guard,33,8.01010101010101,1.5757575757575757,0.9090909090909091,0.45454545454545453,0.2727272727272727,0.06060606060606061,0.4442925495557074,0.43636363636363634,0.5818181818181818,0.7006261139371509,-0.7271127342101369,0,60.062493483975494,60
Aaliyah Duranham,Mississippi Valley State Devilettes,SWAC,Center,28,9.9125,3,2.642857142857143,0.25,0.8928571428571429,0.07142857142857142,0.4333470903838217,0.42696629213483145,0,-0.19383242430564765,-0.7258933963037811,0,60.061682011824445,60
Allysan Tse,Cal State Bakersfield Roadrunners,Big West,Guard,30,9.15,1.0666666666666667,0.9666666666666667,0.3,0.13333333333333333,0.06666666666666667,0.20909566126502876,0.1917808219178082,0.410958904109589,-0.14718108840667193,-0.28859797256959413,0,60.06087620998549,60
Kaia Goode,Binghamton Bearcats,AEC,Guard,30,31.923333333333336,7.4,2.4,2.5,1.6,0.06666666666666667,0.42989930286599537,0.38675213675213677,0.4017094017094017,0.32187411271369704,-0.9303830851050455,0,60.060076073258834,60
Tyrielle Williams,McNeese Cowgirls,Southland,Guard,30,28.466666666666665,6.133333333333334,3.7,2.7333333333333334,0.8666666666666667,0.1,0.4380952380952381,0.375,0.44148936170212766,0.03397029221046745,-0.912888384155108,0,60.059281596417534,60
Marissa Steel,Howard Bison,MEAC,Center,29,10.061494252873562,1.3103448275862069,2.9310344827586206,0.06896551724137931,0.41379310344827586,0.10344827586206896,0.4460093896713615,0.4722222222222222,0,0.4926520031145974,-0.5486501037440603,0,60.05849277420711,60
Hope LeMelle,Stephen F. Austin Ladyjacks,Southland,Forward,32,6.671875,1.28125,0.96875,0.40625,0.28125,0.03125,0.4932627526467757,0.3870967741935484,0.3225806451612903,0.9163617977820802,-0.49331728568346284,0,60.05770960134529,60
Heaven Harper,South Carolina State Lady Bulldogs,MEAC,Center,28,14.705357142857142,2.857142857142857,3.1785714285714284,0.35714285714285715,0.25,0.17857142857142858,0.44802867383512546,0.3835616438356164,0,-0.3951982224662246,-0.8451240298559529,0,60.056932072521654,60
KC Carter,Wagner Seahawks,NEC,Guard,29,10.692528735632184,3.0344827586206895,1.2413793103448276,0.1724137931034483,0.3448275862068966,0.034482758620689655,0.4635482511588706,0.4367816091954023,0.6436781609195402,-0.3352199417543744,-1.871792212829737,0,60.05616018239732,60
Justice Ross,Lamar Cardinals,Southland,Center,29,10.131609195402298,1.4827586206896552,1.206896551724138,0.5862068965517241,0.2413793103448276,0.3793103448275862,0.3745644599303136,0.37735849056603776,0.1320754716981132,0.8425136305192873,-0.40460716877844877,0,60.055393925604605,60
Maja Rohkohl,Gardner-Webb Runnin' Bulldogs,Big South,Center,29,16.336781609195402,2.206896551724138,5.241379310344827,0.20689655172413793,0.1724137931034483,0.3793103448275862,0.4352557127312296,0.3728813559322034,0,0.057379564033808506,-1.0471069678010938,0,60.054633296746694,60
Sara Carvajal Caro,Canisius Golden Griffins,MAAC,Center,30,9.285555555555556,2.566666666666667,1.6,0.36666666666666664,0.13333333333333333,0.13333333333333333,0.4788557213930348,0.4605263157894737,0,0.019835916470885177,-0.6335346231671678,0,60.05387829039727,60
Hannah Griffin,Holy Cross Crusaders,Patriot,Guard,30,7.252222222222221,0.8,1.0333333333333334,0.6333333333333333,0.36666666666666664,0.03333333333333333,0.32432432432432434,0.32432432432432434,0.40540540540540543,0.6092771555066279,-0.334371238779628,0,60.05312890110019,60
Cici Hernandez,Mercyhurst Lakers,NEC,Guard,26,19.981410256410257,5.615384615384615,1.3846153846153846,1.3846153846153846,0.5,0.07692307692307693,0.49565453557848993,0.4823943661971831,0.6408450704225352,-0.09444624607914154,-1.6769220447698492,0,60.0523851233691,60
Dalayja Hurt-Floyd,Alcorn State Lady Braves,SWAC,Guard,29,11.25344827586207,1.6551724137931034,0.896551724137931,0.7241379310344828,1.3448275862068966,0,0.49833887043189373,0.4642857142857143,0.3333333333333333,0.053223246366428785,-0.8434569164112801,0,60.05164695168709,60
Rebecca Dwomoh,Robert Morris Colonials,Horizon,Guard,29,7.256896551724138,0.896551724137931,0.9310344827586207,0.4827586206896552,0.13793103448275862,0,0.27730375426621157,0.2717391304347826,0.6739130434782609,0.34905555898512136,-0.42179904520619815,0,60.05091438050631,60
Lele Tanuvasa,South Carolina Upstate Spartans,Big South,Forward,30,9.929444444444444,3.1,1.7,0.43333333333333335,0.3,0.2,0.4305555555555556,0.4072164948453608,0.25773195876288657,-0.2464717415448177,-0.8800766254785565,0,60.050187404247595,60
Sophie Baydanov,UMass Lowell River Hawks,AEC,Guard,28,9.404166666666667,1.2857142857142858,0.6428571428571429,0.21428571428571427,0.39285714285714285,0,0.41899441340782123,0.38461538461538464,0.717948717948718,-0.08857732993332319,-0.38222838374809925,0,60.04946601730006,60
Kenzie Matulonis,New Hampshire Wildcats,AEC,Guard,29,23.27816091954023,2.4482758620689653,1.6896551724137931,1.5172413793103448,0.896551724137931,0.10344827586206896,0.34372579395817193,0.32142857142857145,0.6632653061224489,0.17992853879632376,-0.5997890233945657,0,60.04875021402074,60
Devyn Scott,Stony Brook Seawolves,CAA,Guard,23,15.780434782608696,1.3043478260869565,1.2608695652173914,0.8260869565217391,0.13043478260869565,0,0.3651411879259981,0.32894736842105265,0.5263157894736842,0.28416498319635825,-0.3748271484073175,0,60.048039988734146,60
Alyssa Febres,Kansas City Roos,Summit League,Guard,32,6.258854166666667,0.5625,0.46875,0.8125,0.1875,0.0625,0.38071065989847713,0.3333333333333333,0.14285714285714285,0.33566431668570285,-0.2337915090804568,0,60.04733533573189,60
Serenity Echols,Mississippi Valley State Devilettes,SWAC,Guard,28,15.431547619047619,2.7857142857142856,2.642857142857143,0.21428571428571427,0.21428571428571427,0.03571428571428571,0.3609774157719363,0.3316831683168317,0.49504950495049505,-0.19383242430564765,-0.7258933963037811,0,60.04663624927225,60
Anala Nelson,Austin Peay Governors,ASUN,Guard,31,28.401075268817205,4.838709677419355,2.838709677419355,2.3225806451612905,0.9032258064516129,0.06451612903225806,0.44242567248702214,0.375,0.1875,0.3230528779118773,-0.20395887769298435,0,60.045942723579735,60
Lijirin Doyinsola Modesayor,Wagner Seahawks,NEC,Center,29,16.652298850574713,5.758620689655173,4.551724137931035,0.2413793103448276,0.7586206896551724,0.4827586206896552,0.4366241372097887,0.38596491228070173,0,-0.3352199417543744,-1.871792212829737,0,60.04525475284468,60
AC Markham,South Carolina Upstate Spartans,Big South,Guard,30,21.011111111111113,3.6,4.566666666666666,1.4,0.5333333333333333,0.36666666666666664,0.41782729805013924,0.39166666666666666,0.35833333333333334,-0.2464717415448177,-0.8800766254785565,0,60.04457233122277,60
Leonor Paisana,Winthrop Eagles,Big South,Guard,31,12.16720430107527,3.064516129032258,1.3548387096774193,1.5483870967741935,0.7741935483870968,0.03225806451612903,0.4219971570717839,0.3872549019607843,0.6078431372549019,0.03188802862427215,-1.4718114975440653,0,60.043895452834604,60
Kiarra Kennedy,Maryland Eastern Shore Hawks,MEAC,Guard,27,10.27962962962963,1.6666666666666667,1.7777777777777777,0.14814814814814814,0.4444444444444444,0.14814814814814814,0.25303643724696356,0.19135802469135801,0.6049382716049383,0.3641807272977304,-0.6637912515192232,0,60.04322411176523,60
Tiziana Huici,Queens University Royals,ASUN,Center,29,10.131609195402298,2.6551724137931036,1.6206896551724137,0.5862068965517241,0.4827586206896552,0.13793103448275862,0.4472583643122677,0.3819444444444444,0.09722222222222222,0.03477937285604396,-1.04015208986264,0,60.04255830206367,60
Ashley Gray,Alabama State Lady Hornets,SWAC,Guard,29,19.42183908045977,2.4482758620689653,2.206896551724138,0.5862068965517241,0.6206896551724138,0,0.3591663294212869,0.3072289156626506,0.4819277108433735,-0.29473209281454316,-0.11937874925243654,0,60.04189801774244,60
McCall King,UNC Wilmington Seahawks,CAA,Guard,26,18.026282051282053,2.423076923076923,0.8461538461538461,0.4230769230769231,0.6153846153846154,0,0.43920803123257113,0.4090909090909091,0.5909090909090909,0.2221622430204346,-0.7855729860361081,0,60.041243252777086,60
Eszter Turi,Siena Saints,MAAC,Center,29,9.430459770114943,1.7586206896551724,1.6551724137931034,0.5517241379310345,0.3793103448275862,0.20689655172413793,0.4405666897028334,0.34782608695652173,0.043478260869565216,0.3450908084976023,-0.5937421856021439,0,60.040594001105624,60
KB Hadley,Siena Saints,MAAC,Forward,29,19.281609195402297,3.9310344827586206,1.5517241379310345,1.5517241379310345,0.5862068965517241,0,0.3950651510950929,0.35546875,0.1015625,0.3450908084976023,-0.5937421856021439,0,60.03995025662808,60
Kayce Hyman,Bellarmine Knights,ASUN,Forward,32,7.5296875,1.90625,1.46875,0.09375,0.125,0,0.4480023501762632,0.3333333333333333,0.018518518518518517,0.3719532725841498,-0.6381534377863092,0,60.03931201320596,60
Julianna Gibson,St. Francis (PA) Red Flash,NEC,Center,30,19.113333333333333,5.1,3.033333333333333,0.5666666666666667,0.23333333333333334,0.23333333333333334,0.5254120879120879,0.4921875,0.015625,-0.23511896585762962,-1.2108349043182136,0,60.03867926466169,60
Irene Rey Pineda,Canisius Golden Griffins,MAAC,Guard,30,15.860000000000001,2.933333333333333,1.1666666666666667,0.6666666666666666,0.4666666666666667,0,0.42161747796090454,0.390625,0.4270833333333333,0.019835916470885177,-0.6335346231671678,0,60.03805200477808,60
Briontanay Marshall,Arkansas-Pine Bluff Golden Lions,SWAC,Center,26,25.964102564102568,3.6538461538461537,4.423076923076923,0.7692307692307693,0.46153846153846156,0.5769230769230769,0.4165205191160996,0.3925233644859813,0.037383177570093455,-0.2684683746940978,-1.0657342290658098,0,60.03743022729781,60
Sharonica Hartsfield,Grambling Lady Tigers,SWAC,Guard,28,23.34702380952381,4.821428571428571,2.7857142857142856,2.25,2.25,0,0.40045087802562884,0.3231292517006803,0.23809523809523808,0.27529938534439763,-0.9592872981133119,0,60.0368139259228,60
Hannah Hicks,West Georgia Wolves,ASUN,Center,30,7.4894444444444455,1.7,2.6333333333333333,0.36666666666666664,0.16666666666666666,0.23333333333333334,0.4442508710801394,0.41509433962264153,0.018867924528301886,0.22085005758467563,-0.8535180655853708,0,60.03620309431364,60
Channing Warren,Boston University Terriers,Patriot,Center,31,6.460752688172043,1.4516129032258065,1.4838709677419355,0.03225806451612903,0.16129032258064516,0.25806451612903225,0.43503480278422274,0.391304347826087,0,0.1957551457013208,-0.400063452111884,0,60.03559772608905,60
Singo Lekeuneu,Mercyhurst Lakers,NEC,Guard,26,12.395512820512822,3.076923076923077,2.0384615384615383,0.5,0.4230769230769231,0,0.5494505494505495,0.515625,0.375,-0.09444624607914154,-1.6769220447698492,0,60.034997814825196,60
Ruthie Mbugua,Jackson State Lady Tigers,SWAC,Center,29,13.111494252873564,2.1379310344827585,2.1379310344827585,0.41379310344827586,0.1724137931034483,0.3103448275862069,0.41026998411858123,0.3923076923076923,0.07692307692307693,0.17863744058226969,-0.6225721768231721,0,60.03440335405513,60
Jaiyah Harris-Smith,Alabama A&M Bulldogs,SWAC,Guard,31,26.761290322580646,4.064516129032258,3.096774193548387,3.806451612903226,1.6451612903225807,0.03225806451612903,0.47828727604008503,0.44623655913978494,0.1935483870967742,0.41470229981354295,-0.8167857931352102,0,60.0338143372681,60
Kristyna Boyd,Arkansas-Pine Bluff Golden Lions,SWAC,Forward,26,22.28846153846154,5.538461538461538,3.269230769230769,0.6923076923076923,0.6538461538461539,0.15384615384615385,0.40187541862022774,0.3708609271523179,0.10596026490066225,-0.2684683746940978,-1.0657342290658098,0,60.03323075790895,60
Quinn Borroni,Mercyhurst Lakers,NEC,Guard,26,12.434615384615386,1.6923076923076923,1.6923076923076923,0.3076923076923077,0.15384615384615385,0.07692307692307693,0.46102263202011734,0.44047619047619047,0.5952380952380952,-0.09444624607914154,-1.6769220447698492,0,60.032652609377436,60
Alaina Nettles,Charleston Southern Buccaneers,Big South,Center,29,29.623563218390807,3.586206896551724,5.793103448275862,2.6206896551724137,1.1379310344827587,0.06896551724137931,0.4043545878693624,0.32432432432432434,0.04504504504504504,0.0827635912468735,-0.6018670063487834,0,60.03207988502753,60
Kelsey Langston,Cornell Big Red,Ivy League,Guard,24,26.64513888888889,1.5,1.5833333333333333,1.8333333333333333,0.375,0,0.31490552834149754,0.2647058823529412,0.6078431372549019,0.38211531400818805,0.18050101459849519,0,60.03151257816674,60
Jada Morgan,South Carolina State Lady Bulldogs,MEAC,Forward,28,17.90059523809524,4.428571428571429,1.9642857142857142,0.42857142857142855,0.4642857142857143,0.07142857142857142,0.35846438482886217,0.2925170068027211,0.21768707482993196,-0.3951982224662246,-0.8451240298559529,0,60.03095068205539,60
Nadiyah Byard,Arkansas-Pine Bluff Golden Lions,SWAC,Center,26,15.992948717948718,2.3076923076923075,3.4615384615384617,0.6538461538461539,0.5769230769230769,0.2692307692307692,0.42979942693409745,0.4098360655737705,0,-0.2684683746940978,-1.0657342290658098,0,60.03039418990591,60
Sydney Burris,UNC Asheville Bulldogs,Big South,Center,31,10.658602150537636,2.967741935483871,3.225806451612903,0.5161290322580645,0.6129032258064516,0.3870967741935484,0.4472967716841696,0.3793103448275862,0.04597701149425287,-0.25325352889284497,-1.4788254003756856,0,60.02984309488206,60
Flora Goed,UC Santa Barbara Gauchos,Big West,Center,29,8.063218390804598,1.3103448275862069,1.1379310344827587,0.1724137931034483,0.10344827586206896,0.1724137931034483,0.5982367758186398,0.6,0,0.46043969155724346,-0.6557444523055687,0,60.029297390098165,60
Sanaa Redmond,Rider Broncs,MAAC,Forward,29,17.17816091954023,1.6896551724137931,1.9655172413793103,1.0344827586206897,0.8275862068965517,0.06896551724137931,0.35120412844036697,0.2894736842105263,0.10526315789473684,-0.018498171725613143,-0.7968280473086653,0,60.02875706861836,60
Klea Kaci,Wagner Seahawks,NEC,Guard,29,17.3183908045977,4.620689655172414,1.4137931034482758,1.103448275862069,0.41379310344827586,0.13793103448275862,0.4697139652271453,0.4642857142857143,0.65,-0.3352199417543744,-1.871792212829737,0,60.02822212345576,60
Lucy Larson,Seattle U Redhawks,WAC,Guard,29,7.186781609195401,0.6896551724137931,0.9310344827586207,0.20689655172413793,0.2413793103448276,0.10344827586206896,0.3136762860727729,0.2903225806451613,0.7419354838709677,-0.12467111468135202,-0.35136300510463153,0,60.02769254757165,60
Eli Clark,Le Moyne Dolphins,NEC,Guard,29,30.99080459770115,8.172413793103448,3.1724137931034484,2.896551724137931,0.4827586206896552,0.06896551724137931,0.49391463821273757,0.45701357466063347,0.5339366515837104,-0.2796812825654704,-0.99600542792759,0,60.02716833387461,60
Inez Gallegos,Boston University Terriers,Patriot,Forward,31,6.821505376344086,1.3225806451612903,0.8387096774193549,0.16129032258064516,0.0967741935483871,0.12903225806451613,0.47365988909426987,0.4342105263157895,0.05263157894736842,0.1957551457013208,-0.400063452111884,0,60.02664947521973,60
Empress Roberts,Arkansas-Pine Bluff Golden Lions,SWAC,Guard,26,17.55705128205128,3.769230769230769,1.9615384615384615,1.2307692307692308,1.4230769230769231,0.07692307692307693,0.3641498216409037,0.34274193548387094,0.24193548387096775,-0.2684683746940978,-1.0657342290658098,0,60.0261359644076,60
Nia Jordan,Prairie View A&M Lady Panthers,SWAC,Guard,27,16.756172839506174,4.222222222222222,2.6666666666666665,0.7037037037037037,0.5185185185185185,0.1111111111111111,0.4446177847113885,0.4043478260869565,0.33043478260869563,-0.13210163600586775,-1.2540575145431838,0,60.02562779418351,60
Olivia Fernandez,Bryant Bulldogs,AEC,Guard,32,21.73125,2.375,2.46875,0.84375,0.78125,0.15625,0.4227859368046284,0.3717948717948718,0.6153846153846154,0.31666267020750394,-0.5998664080750682,0,60.02512495723645,60
Alonna Sellers,Central Connecticut Blue Devils,NEC,Center,30,10.946111111111112,3.6,3.1,0.13333333333333333,0.26666666666666666,0.23333333333333334,0.432,0.40350877192982454,0.017543859649122806,-0.05852026864583663,-1.2114017056847362,0,60.02462744619819,60
Jordan Brooks,Bethune-Cookman Wildcats,SWAC,Guard,29,20.473563218390805,4.551724137931035,2.1379310344827585,1.9655172413793103,1.2758620689655173,0.06896551724137931,0.4041146216017634,0.33214285714285713,0.3357142857142857,0.05774865052312118,-1.3270909392366033,0,60.024135253642264,60
Rebecca Moors,Hawai'i Rainbow Wahine,Big West,Guard,31,7.641397849462366,0.7419354838709677,0.6774193548387096,0.2903225806451613,0.16129032258064516,0.0967741935483871,0.2740705433746425,0.23684210526315788,0.5,0.6855636176645103,-0.3294558202709352,0,60.02364837208297,60
Success Prysock,Morgan State Lady Bears,MEAC,Forward,27,10.241975308641974,2.259259259259259,1.8148148148148149,0.1111111111111111,0.4074074074074074,0.07407407407407407,0.4487934078869923,0.39622641509433965,0.03773584905660377,0.014235789796528148,-0.9860229293062299,0,60.02316679397434,60
Amina Kameric,UMass Lowell River Hawks,AEC,Guard,28,22.838690476190475,2.5357142857142856,1.3571428571428572,1.4285714285714286,0.5,0.10714285714285714,0.3954991087344028,0.4034090909090909,0.8522727272727273,-0.08857732993332319,-0.38222838374809925,0,60.02269051170908,60
Nicole Sandifer,Grambling Lady Tigers,SWAC,Forward,28,8.605357142857143,2.8214285714285716,1.2142857142857142,0.32142857142857145,0.39285714285714285,0,0.39358310083698683,0.3423913043478261,0.16304347826086957,0.27529938534439763,-0.9592872981133119,0,60.02221951761745,60
Olivia Wagner,Winthrop Eagles,Big South,Guard,31,30.36881720430107,6.741935483870968,2.064516129032258,2.2903225806451615,1.1935483870967742,0.12903225806451613,0.42328256642903433,0.38392857142857145,0.5803571428571429,0.03188802862427215,-1.4718114975440653,0,60.02175380396615,60
Emma Blair,South Carolina Upstate Spartans,Big South,Center,30,9.726111111111111,2.7333333333333334,2.2333333333333334,0.06666666666666667,0.1,0.1,0.48258003766478336,0.42857142857142855,0,-0.2464717415448177,-0.8800766254785565,0,60.02129336295717,60
Taylor Caldwell,Charleston Southern Buccaneers,Big South,Guard,29,13.076436781609194,0.896551724137931,1.1379310344827587,0.5862068965517241,0.27586206896551724,0.034482758620689655,0.23897058823529413,0.24,0.68,0.0827635912468735,-0.6018670063487834,0,60.02083818672658,60
Kaiden Glenn,Long Island University Sharks,NEC,Guard,29,16.82758620689655,3.2758620689655173,1.4482758620689655,0.6551724137931034,0.2413793103448276,0.2413793103448276,0.43418647166361973,0.4142857142857143,0.6761904761904762,-0.3556845312341958,-1.2320677524191872,0,60.020388267343336,60
Maddie Diabate,Detroit Mercy Titans,Horizon,Center,29,8.904597701149426,1.0689655172413792,1.1724137931034482,0.4827586206896552,0.41379310344827586,0.06896551724137931,0.35004516711833783,0.3333333333333333,0.05128205128205128,0.24425451864347208,-0.21275267020253852,0,60.01994359680799,60
Aleah James,Maryland Eastern Shore Hawks,MEAC,Guard,27,21.68888888888889,3.259259259259259,2.1481481481481484,1.4444444444444444,0.6296296296296297,0,0.39341917024320455,0.37383177570093457,0.37383177570093457,0.3641807272977304,-0.6637912515192232,0,60.01950416705142,60
Emily Jones,Morgan State Lady Bears,MEAC,Guard,27,16.680864197530862,2.037037037037037,1.9259259259259258,0.7407407407407407,1.3333333333333333,0.14814814814814814,0.3771256171146462,0.3153846153846154,0.6,0.014235789796528148,-0.9860229293062299,0,60.019069969933454,60
Xoe Rosalez,Youngstown State Penguins,Horizon,Guard,30,25.28111111111111,3,2.3666666666666667,1.8,0.6,0.03333333333333333,0.4408307210031348,0.38636363636363635,0.4772727272727273,0.2094914389881712,-0.7273256994727882,0,60.01864099724155,60
Olivia O'Meally,NJIT Highlanders,AEC,Guard,30,7.116666666666666,1.4333333333333333,1.7666666666666666,0.23333333333333334,0.13333333333333333,0.23333333333333334,0.36195286195286197,0.34545454545454546,0.4727272727272727,0.2781308036974628,-0.7470094614345448,0,60.018217240689324,60
Nya Harmon,Texas Southern Tigers,SWAC,Guard,28,7.91547619047619,1.4642857142857142,0.8214285714285714,0.4642857142857143,0.39285714285714285,0,0.25221456692913385,0.2236842105263158,0.4342105263157895,0.22027514583399638,-0.9596298159880479,0,60.01779869191515,60
Nala Abraham,Delaware State Hornets,MEAC,Center,26,9.501923076923077,2.423076923076923,2.1153846153846154,0.11538461538461539,0.19230769230769232,0.34615384615384615,0.436529933481153,0.4,0,-0.392712062209907,-1.1535493653437756,0,60.01738534248058,60
Sharmela Reid,New Hampshire Wildcats,AEC,Center,29,7.291954022988506,1.3103448275862069,1.5862068965517242,0.20689655172413793,0.2413793103448276,0.1724137931034483,0.3833736884584342,0.2564102564102564,0,0.17992853879632376,-0.5997890233945657,0,60.016977183868875,60
Carmen Yanez,UMBC Retrievers,AEC,Guard,28,30.826785714285712,4.464285714285714,1.8214285714285714,3.0357142857142856,1,0.14285714285714285,0.451720150332466,0.4269230769230769,0.5307692307692308,0.19209268653125253,-0.6927755646068474,0,60.01657420748335,60
Gracie Barnes,South Carolina Upstate Spartans,Big South,Guard,30,17.554444444444446,3.3333333333333335,1.5333333333333334,1.1333333333333333,0.3333333333333333,0.06666666666666667,0.4470672389127325,0.4252336448598131,0.18691588785046728,-0.2464717415448177,-0.8800766254785565,0,60.01617640464574,60
Monajah Ford,South Carolina State Lady Bulldogs,MEAC,Forward,28,15.576785714285714,2.357142857142857,1.4642857142857142,0.4642857142857143,1.0357142857142858,0.10714285714285714,0.40441176470588236,0.37333333333333335,0.13333333333333333,-0.3951982224662246,-0.8451240298559529,0,60.0157837665945,60
Nyam Thornton,Prairie View A&M Lady Panthers,SWAC,Guard,27,30.23641975308642,7.333333333333333,3.3703703703703702,3.4074074074074074,1.1851851851851851,0.37037037037037035,0.4381306425916091,0.4099526066350711,0.2132701421800948,-0.13210163600586775,-1.2540575145431838,0,60.015396284483025,60
Ronaltha Marc,Winthrop Eagles,Big South,Forward,31,30.827956989247312,7.129032258064516,3.5161290322580645,1.4516129032258065,1.5483870967741935,0.16129032258064516,0.4458521626856036,0.40497737556561086,0.06334841628959276,0.03188802862427215,-1.4718114975440653,0,60.01501394937787,60
