"pos","exp","hgt","mpg","ppg","rpg","apg","spg","bpg","two_pct","three_pct","ft_pct","tov","ast_to","efg","ts","usg","ortg","drtg","rim_pct","mid_pct","obpm","dbpm","bpm","ftr","pfr","Rating"
"Combo G","So","6-0",23.65,7.4375,2.875,2,0.8438,0.125,0.543,0.31,0.853,1.18749999740234,1.68421053,51.1,57.13,17.7,109.2,105.113,0.5833,0.5217,-0.123421,1.16628,1.04285,38.6,3.4,68
"Wing G","So","6-3",9.0818,0.6667,1.2424,0.7273,0.2727,0.0606,0.167,0.267,0.5,0.575800009907275,1.26311217,29.6,31.83,9.6,68.6,111.79,0.3333,0,-8.33955,-1.20961,-9.54916,22.2,4.3,40
"Combo G","So","6-0",33.6667,12.4545,4.3636,3.5758,0.9697,0.0606,0.517,0.359,0.75,1.5757999642737,2.26919665,53.1,54.36,19.8,109,112.345,0.6364,0.3704,0.713931,-1.62389,-0.909958,10.7,2,72
"Wing G","Sr","6-3",10.0731,1.0769,0.9615,0.2692,0.2308,0,0.278,0.158,0.667,0.500000009286776,0.53839999,25.7,27.33,10.5,55.6,126.917,0.375,0.2,-9.1466,-4.69228,-13.8389,8.1,3.3,33
"PF/C","So","6-8",8.8348,2.4348,2.5652,0.6087,0.4348,0.2174,0.452,0.348,0.444,0.47830002224209,1.27263218,48.1,48.05,19.6,99.2,103.983,0.4583,0.4286,-2.91662,0.449452,-2.46717,16.7,6.6,45
"PF/C","So","6-8",23.6419,9.8387,6.4516,1.4194,0.7097,0.3871,0.541,0.292,0.75,1.45159998604648,0.97781759,49.4,52.12,24.9,104.1,96.1623,0.617,0.4038,2.4218,1.68821,4.11002,21.1,3.5,81
"Wing G","So","6-5",21.6765,8.2353,3.6471,1.3824,0.5294,0.3235,0.461,0.236,0.745,1.17649993465166,1.17501069,41.5,44.56,23.6,91.2,109.549,0.5,0.28,-3.06435,-2.45974,-5.52409,19,3.2,63
"C","So","7-0",24.8731,8.5,5.2308,0.7308,0.4231,2.6154,0.546,0.366,0.6,1.50000006157636,0.48719998,54.7,55.78,18.7,102.7,96.2633,0.6857,0.3455,0.471736,3.62673,4.09847,31.3,3.1,85
"Combo G","Sr","6-3",16.0567,6.4,1.2667,1.5,0.8,0.0667,0.462,0.31,0.635,1.03330004339102,1.45165967,46.3,50.02,22.3,97.3,106.653,0.5057,0.2632,-1.54036,-0.202251,-1.74261,46.7,2.6,63
"C","Jr","6-8",7.1633,2.5667,1.8333,0.1,0.2,0.5667,0.514,0,0.75,0.5,0.2,51.4,57.85,18.5,102.8,101.986,0.5385,0.4545,-3.54117,0.404575,-3.1366,64.9,5.7,50
"Wing G","Sr","6-2",8.4214,1.5,1.2143,0.3571,0.5714,0.1429,0.8,0.5,1,0.214300000809551,1.66635557,77.8,80.4,10.6,168.3,104.615,0.75,1,1.58486,0.601565,2.18642,22.2,2.9,48
"Scoring PG","Jr","6-2",15.9138,4.7241,1.5517,1.7586,1,0.0345,0.455,0.333,0.774,0.930999993731923,1.88893664,48.1,53.28,15.5,105.6,104.422,0.4783,0.4,-2.35815,1.54105,-0.817101,38.3,4.5,57
"C","Sr","6-9",10.4346,4.1538,2.5,0.3077,0.2308,0.5,0.644,0.2,0.615,0.653799987731423,0.47063323,61,61.75,18.1,110.3,102.26,0.76,0.5,-3.60609,0.544846,-3.06125,52,8.4,55
"Wing G","Sr","6-5",15.8581,5.7097,2.3871,0.5806,0.2258,0.1935,0.386,0.333,0.852,0.774199986790863,0.74993543,45.8,49.16,20.9,92.6,108.698,0.5,0.2593,-2.58366,-2.05378,-4.63744,17.3,3.7,65
"Wing F","Jr","6-5",13.0391,3.6957,2.4783,0.4348,0.3478,0.3043,0.59,0.179,0.6,0.69569999163496,0.62498204,45.5,47.71,14.7,102.2,105.428,0.6176,0.4,-1.64854,0.10048,-1.54806,29.9,3.7,57
"C","Sr","6-8",16.1344,3.0312,2.4375,0.2188,0.4375,0.7812,0.808,0,0.333,0.468800019574758,0.46672353,80.8,73.42,8.5,126.3,105.403,0.8039,1,-0.269752,1.81175,1.54199,40.4,3.4,66
"C","Jr","6-9",7.05,2.6667,1.3333,0.0833,0,0.4167,0.556,0,0.8,0.333299989996999,0.249925,41.7,53.73,18.2,108.4,108.362,0.7143,0,-2.0297,-2.1,-4.1297,83.3,3.2,48
"Stretch 4","Sr","6-9",27.8606,13.7576,6.2727,3.5152,0.8182,0.3636,0.444,0.372,0.768,1.93940001698851,1.81251932,50.4,53.68,26.7,108.3,107.425,0.5269,0.3529,3.12808,-0.186348,2.94173,25.4,3,80
"Wing F","Jr","6-7",12.1889,4.7778,2.5556,0.1852,0.2222,0.2963,0.392,0.2,0.659,0.703699980021304,0.26318034,38.2,44.13,21.2,90.5,110.778,0.5102,0.2667,-2.76605,-2.29089,-5.05694,49.4,2.5,58
"Wing G","Jr","6-5",13.7516,4.6129,1.6129,0.3548,0.2581,0.0968,0.462,0.368,1,0.290300023192092,1.22218385,54.2,54.4,14.3,110.5,108.694,0.5,0.4,-0.27913,-1.83493,-2.11406,0.8,2.9,53
"C","So","6-10",9.5194,2.2258,1.3871,0.3226,0.0968,0.2581,0.578,0,0.364,0.3226,1,56.5,54.66,13.1,111.9,110.491,0.6111,0.4444,-4.03624,-1.21687,-5.25311,23.9,7,52
"Pure PG","So","5-11",27.4594,11.375,2.125,5.6562,1.2812,0.125,0.527,0.333,0.675,2.68750003593264,2.10463253,51.1,53.57,24.6,105.7,117.786,0.5275,0.5238,-0.265656,-2.54232,-2.80797,30,4.2,69
"PF/C","So","6-2",3.1778,0.5556,0.5556,0.3333,0.1111,0,0,0,0,0.111100004814334,2.99999987,0,0,12.4,0,112.884,0,0,-20.8145,-6.1024,-26.9169,0,13.5,35
"Stretch 4","So","6-6",31.6437,15.375,6.8438,1.875,0.625,0.4688,0.556,0.33,0.627,1.9062000534285,0.98363233,52.1,53.74,23.8,105.1,115.757,0.6029,0.3077,0.333119,-2.72234,-2.38923,28.5,3.7,72
"PF/C","So","6-4",10.8258,3.1935,2.0645,0.1935,0.1613,0.0645,0.617,0,0.684,0.29030001433797,0.66655181,60.4,62.25,13,129,114.142,0.7105,0.2222,-0.877467,-1.3101,-2.18757,39.6,4.1,58
"Wing G","So","6-4",22.1333,5.7273,2.1515,0.9091,0.6667,0.0606,0.596,0.415,0.581,0.818199993494721,1.11109754,61.2,61.19,13.1,113.7,108.086,0.6304,0.3333,-0.643874,-0.426012,-1.06989,32.1,2.7,62
"Scoring PG","So","6-2",28.5553,12.1316,2.4211,2.7632,0.7105,0.0263,0.388,0.431,0.841,2.47370001746415,1.11703116,48.1,55.11,23.9,100.7,100.827,0.5333,0.3333,-0.842811,0.430673,-0.412138,44.2,2.9,78
"Combo G","So","6-3",19.125,7.5417,2.625,2.0417,1.0833,0.3333,0.42,0.28,0.821,1.58330007940463,1.28952182,42,49.77,24.3,98.6,99.692,0.4638,0.3226,-0.155505,1.8541,1.6986,44.7,3.1,56
"C","So","6-11",3.4273,0.9091,1.1818,0.0909,0,0,0.5,0,0,0.1818,0.5,45.5,45.45,17.8,98.4,102.772,0.625,0,-6.13741,-1.54268,-7.68009,0,10.6,47
"Combo G","Sr","5-10",20.7531,2.875,2.2188,1.0312,1.5625,0.1875,0.4,0.26,0.667,0.531199964493259,1.94126519,39.4,42.9,9.5,96.8,97.8193,0.4828,0.1818,-4.28709,3.69818,-0.588902,26.7,3.3,61
"Stretch 4","So","6-10",7.9118,1.8824,0.8824,0.4706,0,0.1176,0.6,0.4,1,0.176499989530393,2.66628911,60,61.39,9.7,120.1,113.994,0.6667,0.5,-5.18114,-1.73897,-6.92011,6.7,7.9,39
"Wing G","So","6-4",25.7556,6.3056,4.2778,1,1.0556,0.25,0.481,0.352,0.72,0.527800024255578,1.89465698,51,52.33,13.6,116.5,105.249,0.5294,0.4419,1.32632,2.00124,3.32756,12.2,3,76
"Wing G","Sr","6-5",25.9424,9.8485,4.303,0.8788,0.7273,0.0606,0.459,0.312,0.776,1.06060006646974,0.82858754,46.2,49.16,21,102.7,111.379,0.5034,0.3111,-0.319917,-2.52527,-2.84518,19.1,2,65
"Wing G","Jr","6-6",11.8286,8.7143,1.7143,0.4286,0.4286,0,0.6,0.25,0.778,0.4286,1,53.6,57.32,26.9,116.3,110.889,0.75,0.375,3.78712,-1.6845,2.10262,32.1,3.4,59
"PF/C","Jr","6-8",4.0643,1.6429,0.5714,0.0714,0.0714,0.0714,0.75,0.273,0.4,0.142900001420994,0.4996501,55.3,53.8,18.2,104.3,101.747,1,0.6,-4.5427,0.221143,-4.32155,26.3,7.7,59
"Pure PG","So","6-1",5.4133,0.6667,0.2667,0.6667,0.4,0,0.4,0.333,0,0.33329999166925,2.00030008,45.5,43.57,11.8,92.9,99.0926,0.6667,0,-3.82027,2.82058,-0.999694,9.1,5.9,50
"PF/C","Fr","6-5",3.8286,2,1.2857,0.2857,0,0,0.5,0,0.857,0.1429000085725,1.99930009,50,64.34,29.6,148.5,118.54,0.5,0.5,13.4924,-1.94751,11.5449,116.7,0,37
"Pure PG","So","6-1",27.8135,9.3514,2.8919,6.2432,1.1081,0.2703,0.492,0.337,0.67,3.0541001267296,2.04420279,49.6,52.57,23.9,101.7,106.421,0.5294,0.3636,1.28002,0.862728,2.14275,34.3,4,84
"Combo G","So","6-2",23.88,10.5,2.5667,1.9667,0.5333,0.0667,0.482,0.387,0.75,1.40000000427111,1.40478571,51.7,53.74,24.4,100.8,110.095,0.5636,0.4425,0.349827,-2.19003,-1.84021,16.9,1.7,64
"Wing G","Fr","6-6",27.0576,10.7879,3.4545,1.6061,1.1515,0.1818,0.445,0.321,0.773,1.21210005348983,1.32505563,46.5,51.14,19.4,106.9,113.063,0.4938,0.3421,-0.401964,-0.897593,-1.29956,32,3.4,66
"Wing G","So","6-5",8.4923,2.4231,0.7308,0.4231,0.1923,0.0385,0.75,0.364,0.846,0.307700012080371,1.37504057,61.8,65.96,13.3,118.4,113.912,0.8571,0.6,-1.70802,-3.04968,-4.7577,38.2,2.4,44
"Combo G","So","6-2",29.1656,11.4375,4.125,3.5312,1.3125,0.1875,0.417,0.222,0.713,2.90619998410446,1.21505747,39.9,43.33,27.9,87.9,102.925,0.4903,0.3379,-1.30923,1.59336,0.284126,22.8,2.7,78
"Wing F","Fr","6-7",4.58,0.8667,0.8,0.2,0.0667,0,0.333,0.2,1,0.133300004777472,1.50037504,31.8,46.93,11.7,99.8,108.977,0.25,0.5,-2.81843,0.502303,-2.31613,54.5,3.5,61
"PF/C","So","6-10",8.26,1.3333,0.8667,0.3333,0.1333,0.0667,0.571,0,0.5,0.3333,1,53.3,53.19,11,103.4,111.356,0.5455,0.6667,-2.49957,1.61904,-0.880528,53.3,6.1,59
"Wing F","So","6-8",23.5485,11.3939,3.9697,1.3636,1.2727,0.1515,0.57,0.378,0.721,0.999999985332942,1.36360002,56.9,59.33,22.1,118.6,97.483,0.7024,0.4608,3.82427,3.07033,6.8946,31.2,4.5,85
"Wing F","So","6-5",28.1031,9.3125,7.7812,1.125,1.5,0.6562,0.576,0.281,0.652,1.59379995101863,0.70586023,51.2,52.79,17.8,100.3,96.1644,0.6476,0.2,0.115911,2.3149,2.43081,21.5,2.6,77
"Combo G","So","6-3",21.0057,5.4571,2.4571,1.3714,0.8,0.1429,0.377,0.333,0.7,0.942900000126508,1.45444904,44.8,47.51,14.9,96.9,108.458,0.4286,0.1429,-1.28125,1.2291,-0.0521524,22,3.5,67
"Wing G","So","6-6",8.4708,1.75,1.375,0.25,0.2917,0.125,0.444,0.37,0.5,0.25,1,52.8,52.76,11.1,109.9,108.655,0.5,0,0.287713,0.369308,0.657021,22.2,3.9,58
"Wing F","So","6-10",17.28,5.8571,3.8571,1.8571,0.8571,0.5714,0.575,0.3,0.535,1.1713999451774,1.58536801,54.5,54.69,19.4,107.9,103.502,0.7262,0.2791,1.74484,3.48278,5.22762,25.7,4.7,82
"Stretch 4","So","6-7",18.5091,7.8485,4.1818,0.6364,0.4242,0.4242,0.631,0.241,0.58,0.787899985679385,0.80771673,55.6,56.12,21.6,108.4,102.994,0.7317,0.5075,1.73866,-0.082891,1.65577,24.2,3.4,75
"Wing F","Sr","6-10",11.4714,4.3929,2.0714,0.25,0.1786,0.3929,0.597,0.5,0.722,0.214300006259275,1.16658886,60.2,63.5,13.9,130.6,118.382,0.6444,0.4706,0.320561,-1.98077,-1.66021,56.3,4.1,50
"Wing G","Fr","6-5",21.9576,6.5455,2.1818,0.5152,0.697,0.1212,0.433,0.346,0.711,0.575799982822116,0.89475515,50.3,52.75,14.3,105.5,119.096,0.4375,0.4286,-1.97324,-2.68002,-4.65327,23.3,2.5,55
"Combo G","So","6-5",35.3774,16.6129,4.7742,3.5161,1.2581,0.9355,0.5,0.355,0.756,2.48390012600772,1.41555611,51.3,55.55,24.7,101.7,111.143,0.5704,0.3766,0.79629,-0.579142,0.217148,37.4,2.9,69
"Combo G","So","6-5",27.9233,5.3,1.8,1.5667,0.4333,0.2667,0.476,0.329,0.429,1.03330005474439,1.51621012,48.6,48.47,12.3,92.9,114.355,0.5,0.4348,-3.22891,-2.35014,-5.57905,9.7,1.8,58
"Wing G","So","6-7",27.9031,15.6875,3.25,1.25,0.5312,0.2812,0.541,0.344,0.735,1.500000006,0.83333333,53,56.01,28.6,107.2,108.096,0.5913,0.486,2.91027,-1.85937,1.0509,29.6,2.9,76
"Combo G","Sr","6-4",15.3833,6.8889,1,0.2778,0.5,0.1111,0.429,0.394,0.912,0.83330001233152,0.33337333,49.4,57.06,18.9,111.7,115.012,0.5,0.3333,-0.603096,-2.12173,-2.72483,41.5,4.3,38
"C","Sr","6-9",8.871,2.9355,1.9355,0.3548,0.2258,0.3871,0.585,0,0.583,0.806500044848495,0.43992558,58.5,59.2,18,98.8,111.469,0.6667,0.3571,-6.10942,-1.79652,-7.90594,67.9,9.1,34
"C","Sr","7-0",7.19,1.65,2.45,0.2,0.1,0.6,0.385,0,0.333,0.850000027625001,0.23529411,38.5,38.13,15.5,65.6,104.912,0.4,0.3333,-9.679,-0.594339,-10.2733,23.1,6.7,45
"Wing F","Sr","6-5",12.0654,4.6154,2.6154,0.6923,0.6538,0.3077,0.478,0.3,0.619,0.653799987426415,1.05888653,46.2,47.86,21.6,95.5,99.5591,0.5714,0.3333,-1.6611,1.18482,-0.476282,19.8,4.8,52
"C","Sr","6-9",11.2143,4.7143,3.2857,0.1429,0.1429,0.1429,0.438,0,0.25,0.714299960296119,0.20005601,41.2,39.68,16.8,91.5,107.121,0.3846,0.6667,-4.185,-1.55324,-5.73824,23.5,5.6,48
"Scoring PG","Jr","5-10",34.4065,7.4194,2.5806,3.6452,1.1935,0.0323,0.455,0.362,0.8,1.48389994813148,2.45649985,48.3,52.87,12.9,104.2,114.867,0.5,0.4286,-4.21316,-0.968093,-5.18125,30.4,2.6,65
"Wing F","So","6-7",14.6419,5.3226,3.5161,1.0645,0.6452,0.6774,0.606,0.333,0.509,0.741900042319316,1.43482941,59.7,58.58,19,116.6,96.185,0.6354,0.25,2.01765,2.65691,4.67456,48.7,5.3,67
"PF/C","So","6-8",17.0441,7.4118,5,0.7941,0.5,0.6471,0.589,0.286,0.585,0.676500034681169,1.17383586,55,56.2,21.2,118.8,102.384,0.6602,0.3077,2.33017,0.0244981,2.35466,48,6.3,80
"Combo G","So","6-0",9.72,1.8,0.92,0.68,0.28,0,0.4,0.333,0.929,0.839999968376472,0.80952384,43.2,51.55,14.6,84.1,114.452,0.4667,0.3,-6.4144,-1.75058,-8.16498,37.8,5.4,50
"Wing G","So","6-6",16.0933,5.9,2.9333,1.0667,0.5333,0.3,0.556,0.3,0.565,1.433300038366,0.74422659,53.6,54.98,21.6,94.8,110.708,0.5952,0,-2.90963,-1.39572,-4.30535,62.7,6,56
"Stretch 4","Fr","6-8",5.8118,1.5882,1.5294,0.2941,0.0588,0,0.333,0.2,0.333,0.2941,1,32,32.17,19,76.3,115.231,0.3333,0.3333,-4.74759,-4.50914,-9.25673,12,4.3,49
"PF/C","So","6-10",18.0844,6.9688,3.9062,0.5312,0.5625,0.8438,0.463,0.2,0.745,0.781199998494072,0.67997952,45,48.78,21.7,99.4,107.296,0.5161,0.3333,-3.02,-1.05704,-4.07704,26.8,4.7,60
"Combo G","Sr","6-5",27.5742,11.7742,2.5161,1.8065,0.8065,0.4516,0.567,0.444,0.813,0.806500037612858,2.2399255,62.2,65.32,17.7,131.1,109.106,0.5775,0.5455,4.91636,0.00306724,4.91942,32.6,2.7,83
"Scoring PG","So","6-0",25.6103,5.0345,1.6897,2.2759,1.3793,0.2759,0.352,0.329,0.649,1.65520008426473,1.37499993,43.9,46.62,14.7,88.6,112.058,0.3939,0.2857,-4.33346,-0.117466,-4.45093,26.6,3.3,59
"C","So","6-8",15.4517,5.1724,3.6897,0.6897,0.4828,0.6897,0.5,0,0.638,0.827599990506059,0.83337362,49.6,52.33,19.5,103.5,108.7,0.5321,0.1818,-1.95508,-1.07616,-3.03124,38.8,4.5,46
"Wing G","So","6-6",20.3483,7.8621,3.8621,1.7241,1.1724,0.3103,0.457,0.315,0.71,1.68970000587244,1.02035864,46.1,50.52,22.7,98.3,108.116,0.5146,0.2083,-0.618256,-0.300882,-0.919138,38.1,4.5,68
"Wing G","Fr","6-4",7.92,2,1.0667,0.4667,0.3,0.2,0.409,0.276,0.75,0.500000010713521,0.93339998,41.2,46.08,16.5,91.9,109.721,0.5,0,-4.35817,-0.251548,-4.60971,31.4,6.8,47
"Combo G","Jr","6-0",25.1788,17.0303,1.9697,1.3333,0.9394,0,0.502,0.353,0.831,1.60609996598436,0.83014758,51.5,57.5,29.6,112.6,110.4,0.5319,0.4634,5.81083,-0.177713,5.63312,42.3,2.5,82
"Wing F","So","6-6",23.2972,7.4167,4.0278,1.3611,0.6111,0.1111,0.636,0.347,0.831,1.11109999095022,1.22500226,58.6,62.97,16.4,115.6,109.007,0.7273,0.5227,0.311919,-0.17179,0.140129,37.4,3.5,68
"Wing G","So","6-1",14.8743,5.9429,1.5714,0.4857,0.3143,0.0571,0.684,0.255,0.806,0.65710001025628,0.73915689,51.4,54.42,18.1,112,107.685,0.8085,0.4828,0.297223,0.954986,1.25221,20.7,4.3,72
"Wing G","So","6-3",10.1833,2.3889,1.7222,0.5,0.2222,0.1111,0.5,0.2,1,0.555599985034359,0.89992803,42.3,53.63,15.1,102.6,117.984,0.7,0.1667,-0.720851,-2.77569,-3.49654,46.2,1.9,45
"PF/C","So","6-7",8.4545,2.1818,1.7273,0.2273,0.0455,0.0909,0.383,0,0.545,0.4544999827338,0.50011003,38.3,41.78,19.5,89,117.167,0.4167,0.2727,-6.4584,-4.03619,-10.4946,46.8,7.3,41
"Wing G","So","6-3",25.4063,11.375,2.625,1.125,0.5312,0.1875,0.541,0.357,0.822,1.06249999940972,1.05882353,53.8,57.53,21.3,114.8,118.238,0.6377,0.4375,2.73434,-2.97587,-0.241538,26.7,1.7,67
"Combo G","So","6-3",15.8387,4.5484,1.0968,0.7097,0.3871,0.1935,0.424,0.33,0.737,0.774200037384578,0.91668815,47.6,49.62,15.5,94.9,108.878,0.375,0.4706,-2.23756,-0.75408,-2.99164,15,2.7,58
"C","So","6-10",3.8769,0.8462,0.5385,0.1538,0.1538,0.1538,0.5,0,0.5,0.0769,2,45.5,46.03,14.3,100.5,101.808,0.5,0.5,-1.90294,2.29274,0.38981,18.2,4.3,51
"Combo G","So","6-2",23.4242,6.9091,3.3333,2.1818,1.0303,0.1515,0.576,0.373,0.919,1.00000005041709,2.18179989,56.8,65.12,14.9,127.4,105.111,0.6047,0.5217,2.39539,1.8176,4.21299,55.6,2.6,76
"PF/C","So","6-9",20.7276,7.4483,7.5172,0.8966,0.6207,0.3793,0.642,0.286,0.594,1.44829998721955,0.61907064,61.7,61.9,18.9,111.5,99.5599,0.6702,0.4167,1.28076,0.230108,1.51087,80,3.5,73
"Wing F","So","6-6",17.79,3.8667,3.5,0.6,0.6,0.1333,0.541,0.083,0.729,0.43329997236485,1.38472199,47.3,54.28,11.9,113.4,104.51,0.6458,0.1538,-2.52392,0.551397,-1.97252,65.8,4.3,60
"Wing G","So","6-5",11.0882,5.7647,1.5294,0.3529,0.4118,0.1176,0.7,0.261,0.92,0.647099969867402,0.54535623,53.5,62.87,21.8,111.7,108.512,0.8235,0,-1.21649,-1.55067,-2.76716,58.1,5.7,57
"Wing G","Jr","6-5",17.9885,6.5769,2.8077,0.7308,0.6538,0.3462,0.489,0.265,0.59,1.26920001513731,0.57579577,46.3,48.39,20.6,91.7,106.835,0.5161,0.4231,-3.20334,-1.23664,-4.43998,32,3.7,53
"Combo G","Sr","6-4",34.85,16.6667,2.8889,1.2222,1.3611,0.25,0.426,0.368,0.714,0.972199949600238,1.2571488,50.9,53.09,21.1,113.4,111.09,0.5,0.3922,1.40977,-1.27283,0.136938,20.7,2.5,71
"Wing F","Sr","6-7",23.4763,9.0789,4.9474,1.3421,0.7368,0.8684,0.638,0.294,0.704,1.05260000907898,1.27503324,59.7,61.45,17.8,122.1,99.6188,0.687,0.5679,3.41871,3.68062,7.09934,28.7,4.7,90
"C","So","7-0",21.6486,5.3429,8.3714,0.1714,0.5714,1.4286,0.655,0,0.535,0.685700029920365,0.24996353,65.5,63.38,13.8,130.1,96.9922,0.6667,0.4,2.73339,0.900031,3.63343,62.8,4.2,76
"Stretch 4","So","6-7",14.6548,4.0645,1.8065,0.3226,0.3548,0.6774,0.571,0.31,0.727,0.387100003962195,0.83337638,51,53.42,15,108.5,110.434,0.6923,0.375,-1.3698,-0.34217,-1.71197,22,3.5,50
"Scoring PG","So","6-2",18.4833,4.8,0.9,1.6333,0.2667,0.0667,0.377,0.418,0.706,1.1332999817158,1.44118947,49.6,52.59,16.5,97.8,113.244,0.5,0.2727,-2.51093,-1.04257,-3.55349,29.3,3.3,60
"Scoring PG","Sr","6-3",26.4,9,0,2,0,0,0.5,0.5,0,1,2,56.3,56.25,14.8,131.3,115.787,0.5,0.5,-0.151534,-4.39039,-4.54192,0,1.5,62
"Wing G","So","6-7",24.4457,7.2571,2.2571,1.3429,0.4,0.4286,0.467,0.356,0.84,0.942899974426761,1.42422318,50.6,54.99,16.1,106.3,109.405,0.6047,0.2813,-0.51519,-1.07583,-1.59102,27.9,1.7,65
"Scoring PG","Fr","5-11",15.5871,6.5161,0.871,1.7419,0.7097,0,0.451,0.352,0.84,1.12899996800767,1.54286984,47.9,55.92,21.9,107.5,115.216,0.5,0.4211,0.322697,-1.17173,-0.849032,51.7,3.9,56
"Wing G","So","6-6",26.8879,10.303,3.9394,1,0.8485,0.0909,0.559,0.451,0.859,1.39390003696065,0.71741156,61.1,66.66,18.9,119.2,106.522,0.5977,0.4167,0.480615,-0.30638,0.174234,49,4,67
"C","So","6-9",9.4839,2.871,2.5484,0.3548,0.2258,0.2258,0.436,0,0.375,0.58060004163367,0.61109193,43.6,42.78,21.8,90.7,104.982,0.551,0.2414,-3.46887,-0.854992,-4.32386,51.3,5.8,54
"Wing F","So","6-7",14.7667,5.1667,3,1.1667,0.5,0.1667,0.444,0.2,0.75,1.1667,1,41.3,50.65,22.4,99.6,113.235,0.4706,0,-3.05558,-1.02323,-4.07881,69.6,7.5,49
"Combo G","So","6-1",21.1324,11.4054,1.9189,1.9459,0.6216,0.027,0.574,0.412,0.776,1.18920006864469,1.63631003,60.4,62.14,20.5,121.8,110.355,0.5397,0.6316,5.53892,1.38938,6.92829,18.6,3.2,84
"PF/C","So","6-6",29.15,10.8214,9.2857,1.6429,1,1.4286,0.541,0,0.432,1.85710001415574,0.88465887,53.9,52.83,21.6,102.3,104.785,0.6127,0.175,0.095115,0.147223,0.242338,30.2,2.8,74
"Combo G","Sr","6-0",17.2304,7.0435,1.913,1.5652,0.7826,0.0435,0.548,0.264,0.818,1.39129999455462,1.12499102,47.8,53.72,21.4,100,103.445,0.5918,0.3846,-2.34039,-0.437504,-2.7779,38.3,3.1,58
"PF/C","Fr","6-6",6.8,2,1,1,0,0,0.25,0,0,1,1,25,25,25.6,90.1,112.822,0.5,0,-3.85092,-0.288219,-4.13914,0,11.8,56
"Scoring PG","So","6-4",17.7242,5.303,3.1818,2.9091,0.9091,0.1515,0.366,0.31,0.755,1.45449992883995,2.00006885,41.6,46.23,20.8,98.4,102.105,0.5,0.1563,-0.426414,2.59909,2.17268,29.5,3.6,74
"PF/C","Sr","6-6",8.35,1.75,1.2917,0.1667,0.1667,0.25,0.6,0,0.533,0.374999985940312,0.44453335,60,58.99,11.3,97,113.791,0.5882,0.6667,-7.06616,-0.62345,-7.68961,75,7.8,46
"Stretch 4","Fr","6-10",10.432,3.4,1.4,0.16,0.12,0.24,0.5,0.348,0.9,0.2800000056,0.57142856,51.4,54.18,16.4,110.4,114.538,0.5714,0.4,0.751496,-2.04147,-1.28997,14.3,2.4,58
"Wing G","So","6-3",22.1667,7.1111,3.4444,1.7407,0.8519,0.0741,0.446,0.518,0.81,0.888899978081086,1.95826307,61.2,65.93,15.8,121.5,119.158,0.475,0.375,1.4437,-2.14388,-0.700183,51.8,2.8,61
"C","So","7-1",5.795,2.4,2,0.05,0.15,0.25,0.607,0,0.364,0.2,0.25,60.7,57.19,18.9,116.4,95.4843,0.5909,0.6667,2.59005,1.79662,4.38667,39.3,3.8,71
"Stretch 4","So","6-10",11.7226,3.3548,2.2581,0.3871,0.2581,0.2581,0.54,0.296,0.611,0.419399994082245,0.92298523,50.6,52.02,14.9,104.1,116.758,0.7273,0.1765,-3.66338,-1.85544,-5.51883,23.4,5.6,42
"PF/C","Sr","6-9",33.6189,17.6757,11.3514,4.2432,1.7297,1.7838,0.549,0.362,0.757,2.1622000630234,1.9624456,54.8,59.16,25.6,123.7,100.846,0.6754,0.3595,8.21408,2.92556,11.1396,44.9,2.9,89
"Wing G","Sr","6-5",25.9424,10.8182,4.303,1,0.6667,0.7879,0.612,0.283,0.733,1.84850000786537,0.54097917,57.4,60.09,19.1,107,104.727,0.719,0.4032,-1.07597,-0.307905,-1.38387,32.8,4.7,64
"Wing F","Sr","6-8",21.38,6.5,4.4667,1.2333,1,0.6,0.308,0.357,0.574,1.40000000227033,0.88092857,41.7,43.84,19.6,88.4,101.737,0.3833,0.1613,-2.29017,0.122914,-2.16725,26.9,2.9,64
"Wing G","Sr","6-4",18.1625,4.4688,2.875,0.8438,0.4375,0.1875,0.532,0.281,0.559,0.56249999583358,1.5000889,49.5,50.84,12.3,102.9,110.152,0.569,0,-2.12237,-0.423705,-2.54607,36.2,3.4,63
"Wing G","So","6-5",29.2355,10.0645,3.2903,1.4516,0.6129,0.129,0.493,0.398,0.722,1.77420002230339,0.81817156,56.6,58.55,18.2,107.6,109.382,0.5238,0.44,0.176369,-1.70601,-1.52964,23.7,2.6,66
"PF/C","So","6-11",12.7227,4.8636,2.2727,0.3182,0.0909,0.7727,0.5,0.319,0.593,1.18180002703061,0.26925029,48.9,50.57,21.9,88.6,112.759,0.6429,0.25,-2.81392,-1.41401,-4.22793,29.7,3.8,46
"Combo G","So","6-5",15.95,6.3333,1,0.5,1,0.1667,0.333,0.31,0.583,0.166700005556445,2.99940002,44.3,46.68,19.5,101.6,111.52,0.5,0,0.145513,2.13638,2.28189,34.3,2.9,61
"Wing G","So","6-6",33.7129,13.871,4.1613,2.3226,0.5484,0.2258,0.489,0.366,0.825,2.35480010174326,0.98632576,52.2,57.68,22.2,102.1,118.395,0.6,0.2381,0.296282,-2.96938,-2.6731,39.9,2.6,65
"Wing G","So","6-4",26.5242,9.4545,4.7576,0.9697,0.5455,0.1212,0.485,0.43,0.744,1.15150000717832,0.84211897,55.6,57.32,18.1,107.6,106.48,0.5588,0.2647,-0.341409,-1.8458,-2.1872,17.7,2.2,65
