"Name","School","Rating"
"Jackson Munro","Dartmouth",77.8
"Eddie Ricks III","James Madison",77.8
"Parker Jones","Colgate",77.8
"Jason Edwards","Vanderbilt",77.8
"Evan Ipsaro","Miami OH",77.8
"Brayden Fagbemi","Central Arkansas",77.8
"Patrick Ngongba","Duke",77.8
"Lathan Sommerville","Rutgers",77.8
"Tyler Schmidt","Valparaiso",77.8
"Bradyn Hubbard","Abilene Christian",77.8
"Donavan Yap Jr.","San Jose St.",77.7
"Zach Anderson","George Mason",77.7
"Anthony Leal","Indiana",77.7
"Dakota Leffew","Georgia",77.7
"Kyler VanderJagt","Central Michigan",77.7
"Braxton Stacker","Southeast Missouri St.",77.7
"Zach Bell","Jacksonville",77.7
"Mikale Stevenson","Grambling St.",77.7
"Miro Little","Utah",77.7
"Isaiah Evans","Duke",77.7
"Alec Millender","IU Indy",77.7
"Aaron Nkrumah","Tennessee St.",77.7
"Keitenn Bristow","Tarleton St.",77.7
"Max Agbonkpolo","Montana St.",77.6
"Ken Evans Jr.","Florida Atlantic",77.6
"Jahlil White","La Salle",77.6
"Kenny White Jr.","Morehead St.",77.6
"Will Tschetter","Michigan",77.6
"Jo'el Emanuel","Fairleigh Dickinson",77.6
"Cody Pennebaker","Lamar",77.6
"Joe Nugent","Holy Cross",77.6
"Cam Gillus","Lehigh",77.6
"Gavin Walsh","Binghamton",77.6
"DaMariee Jones","Southern",77.6
"Juan Cranford, Jr.","Saint Francis",77.6
"Mostapha El Moutaouakkil","Louisiana",77.6
"MJ Thomas","New Orleans",77.6
"Kameron Taylor","UNC Asheville",77.6
"Brandon Stroud","South Florida",77.5
"Devon Savage","Merrimack",77.5
"Brayon Freeman","Bethune Cookman",77.5
"Jahsean Corbett","Duquesne",77.5
"Daniel Rouzan","Bethune Cookman",77.5
"Frank Mitchell","Minnesota",77.5
"Jed Miller","Montana St.",77.5
"AJ Dancler","Le Moyne",77.5
"Ty-Laur Johnson","Wake Forest",77.5
"Lukas Walls","Samford",77.5
"Kyrone Alexander","Boston University",77.5
"K.J. Doucet","Winthrop",77.5
"Jaylin Stewart","Connecticut",77.5
"Asim Jones","FIU",77.5
"Mikey Lewis","Saint Mary's",77.5
"JJ Wheat","South Alabama",77.5
"Jerome Hunter","Xavier",77.4
"Mawot Mag","BYU",77.4
"Chris Walker","Binghamton",77.4
"Lazar Stefanovic","UCLA",77.4
"William Kyle III","UCLA",77.4
"Dillon Hunter","Clemson",77.4
"Jalen Hampton","Missouri St.",77.4
"Jamai Felt","Bowling Green",77.4
"Armoni Zeigler","Saint Peter's",77.4
"Makaih Williams","Grand Canyon",77.4
"Cayden Vasko","Central Michigan",77.4
"Diante Smith","UT Arlington",77.3
"Grant Huffman","Vanderbilt",77.3
"Judah Brown","South Alabama",77.3
"Shakeel Moore","Kansas",77.3
"Christian Turner","Texas St.",77.3
"Cade Haskins","Dartmouth",77.3
"Marquis Barnett","Kent St.",77.3
"Caleb Furst","Purdue",77.3
"Jaylani Darden","Norfolk St.",77.3
"Justin Thomas","Florida St.",77.3
"Ethan Potter","Utah Valley",77.3
"Dion Brown","Boston College",77.3
"Brody Rowbury","Southeastern Louisiana",77.3
"Jaquan Johnson","Bradley",77.3
"Jeremiah Wilkinson","California",77.3
"Robert Braswell","Charlotte",77.2
"Abdou Tsimbila","Fordham",77.2
"Bryce Harris","Howard",77.2
"Mouhamed Sow","Saint Peter's",77.2
"Michael Gray Jr.","Nicholls St.",77.2
"Byron Ireland","Nicholls St.",77.2
"Myron Amey Jr.","Loyola Marymount",77.2
"Stephen Giwa","Texas A&M Corpus Chris",77.2
"Matt Hayman","Stephen F. Austin",77.2
"Bryson Dawkins","Houston Christian",77.2
"Chris Bell","Syracuse",77.2
"Connor Essegian","Nebraska",77.2
"Keyshawn Mitchell","Bryant",77.2
"AJ Clark","VMI",77.2
"Ty Pence","Illinois St.",77.2
"Tyler Tejada","Towson",77.2
"Deuce Jones","La Salle",77.2
"Noah Waterman","Louisville",77.1
"Xavier DuSell","Nevada",77.1
"Josh Morgan","Stonehill",77.1
"James White","New Orleans",77.1
"Daeshon Shepherd","La Salle",77.1
"Kacper Klaczek","Albany",77.1
"Trey Woodyard","New Hampshire",77.1
"Jasen Green","Creighton",77.1
"Justin Abson","Georgia",77.1
"Koree Cotton","Jacksonville St.",77.1
"Abdi Bashir Jr.","Monmouth",77.1
"Jacob Theodosiou","Loyola MD",77.1
"Afan Trnka","Tennessee Martin",77.1
"Milton Matthews","Florida A&M",77.1
"Mason Madsen","Utah",77
"Rubin Jones","Michigan",77
"Koren Johnson","Louisville",77
"Seydou Traore","Iowa",77
"Drew Steffe","Southern Illinois",77
"Anthony Finkley","Saint Joseph's",77
"Derrius Ward","Coppin St.",76.9
"Jabri Abdur-Rahim","Providence",76.9
"Jaden House","Rhode Island",76.9
"Jalin Billingsley","Eastern Michigan",76.9
"Jalen DeLoach","Loyola Chicago",76.9
"Trey Miller","UT Rio Grande Valley",76.9
"Braeden Carrington","Tulsa",76.9
"Aaron McBride","Loyola Marymount",76.9
"Jamichael Davis","Rutgers",76.9
"Tyler Rolison","Nevada",76.9
"Greg Jones","American",76.9
"Dallas Hobbs","Mount St. Mary's",76.9
"Willie Williams","Northwestern St.",76.9
"Jovan Blacksher Jr.","California",76.8
"Hunter Erickson","Utah",76.8
"Evan Johnson","Maryland Eastern Shore",76.8
"Yassine Gharram","Yale",76.8
"Elias Cato","Central Arkansas",76.8
"Jack Mielke","Southern Indiana",76.8
"Noah Ross","UNC Wilmington",76.8
"Eli King","North Dakota",76.8
"Ahmet Jonovic","Bradley",76.8
"Tyler Mrus","Idaho",76.8
"Jordan Stiemke","Loyola MD",76.8
"Raysean Seamster","UT Arlington",76.8
"Josh Omojafo","Robert Morris",76.8
"Major Freeman","Siena",76.8
"Jaden Walker","Texas A&M Corpus Chris",76.7
"Daniel Ortiz","North Alabama",76.7
"Andre Snoddy","Stony Brook",76.7
"Leo DeBruhl","UC Davis",76.7
"Kuluel Mading","Norfolk St.",76.7
"AJ Storr","Kansas",76.7
"Johan Nziemi","Longwood",76.7
"Jelani Hamilton","Georgia St.",76.7
"Jah Short","New Orleans",76.7
"Josh Massey","Stetson",76.7
"Scooter Williams Jr.","Texas A&M Commerce",76.7
"Al Green","Louisiana Tech",76.7
"Garrett Hien","Furman",76.6
"Tyler Brelsford","Morehead St.",76.6
"Brennan Watkins","North Dakota St.",76.6
"AJ Braun","Cal Baptist",76.6
"Sam Silverstein","Cal Baptist",76.6
"Romad Dean","Fordham",76.6
"Chase Robinson","Cleveland St.",76.6
"Ruot Bijiek","Bucknell",76.6
"Jaden Schutt","Virginia Tech",76.6
"Jamir Simpson","Southern Utah",76.6
"Camian Shell","North Carolina A&T",76.6
"Marcus Hall","Green Bay",76.6
"Zaxton King","Missouri St.",76.6
"Jarvis Walker","IU Indy",76.6
"DeSean Goode","IU Indy",76.6
"William Jeffress","Louisiana Tech",76.5
"Kerwin Walton","Texas Tech",76.5
"Miles Brewster","Boston University",76.5
"Ty Harper","Youngstown St.",76.5
"Jalen Weaver","Fresno St.",76.5
"Keller Boothby","William & Mary",76.5
"Preston Ruedinger","Green Bay",76.5
"Marko Maletic","Western Illinois",76.5
"Kwo Agwa","UT Rio Grande Valley",76.5
"Jacob Meyer","DePaul",76.5
"Dai Dai Ames","Virginia",76.5
"Jurian Dixon","UC Irvine",76.5
"Roderick Coffee III","Florida A&M",76.5
"Anias Futrell","Lindenwood",76.5
"Gicarri Harris","Purdue",76.5
"P.J. Eason","Grambling St.",76.5
"Wynston Tabbs","Morgan St.",76.4
"Keishon Porter","North Carolina Central",76.4
"Woody Newton","George Mason",76.4
"Brenton Knapper","Santa Clara",76.4
"Khalil Brantley","Oklahoma St.",76.4
"Trey Thomas","Bethune Cookman",76.4
"Collin Metcalf","Northeastern",76.4
"Malachi Davis","LIU",76.4
"Jailen Bedford","UNLV",76.4
"Mark Butler","Lafayette",76.4
"Ryan Sabol","Buffalo",76.4
"Je'Shawn Stevenson","Cleveland St.",76.4
"Jimmie Williams","South Florida",76.4
"Robert Carpenter","New Mexico St.",76.3
"Myles Stute","South Carolina",76.3
"Matteus Case","William & Mary",76.3
"Bradley Ezewiro","UAB",76.3
"Xzavier Long","Hampton",76.3
"Jeffrey Mills","Air Force",76.3
"Dashon Gittens","FIU",76.3
"MJ Collins","Vanderbilt",76.3
"Turner Buttry","Eastern Kentucky",76.3
"RaSheed Jones","Coastal Carolina",76.3
"Cam Gregory","Campbell",76.3
"Avery Brown","Columbia",76.3
"Augusto Cassia","Butler",76.3
"Kyle Pulliam","William & Mary",76.3
"Jermahri Hill","Ball St.",76.3
"Vianney Salatchoum","FIU",76.3
"Chase Johnston","High Point",76.2
"Jared Garcia","Tulsa",76.2
"Paul Bruns","South Dakota",76.2
"Ansley Almonor","Kentucky",76.2
"Achile Spadone","Bucknell",76.2
"Daniel Egbuniwe","Tennessee Tech",76.2
"Ja'Sean Glover","Nebraska Omaha",76.2
"Yohan Traore","SMU",76.2
"Josh Holloway","Samford",76.2
"Jakub Necas","Duquesne",76.2
"Nakavieon White","Georgia Southern",76.2
"Josh Taylor","Texas A&M Commerce",76.1
"Zimi Nwokeji","Jacksonville",76.1
"DJ Patrick","Charleston Southern",76.1
"Landon Wolf","Illinois St.",76.1
"Nicolas Louis-Jacques","Colgate",76.1
"Zek Tekin","Le Moyne",76.1
"Bryce Cash","Queens",76.1
"Wilson Dubinsky","South Carolina St.",76.1
"Carmelo Adkins","USC Upstate",76.1
"Omar Croskey","South Carolina St.",76
"Fletcher Abee","UNC Asheville",76
"Hunter Jack Madden","Abilene Christian",76
"Kellen Amos","Rice",76
"Wesley Cardet","Providence",76
"Jace Carter","Texas A&M",76
"Jake Heidbreder","Clemson",76
"Marcell McCreary","Northern Colorado",76
"Zion Fruster","Eastern Illinois",76
"Josh Corbin","UNC Wilmington",75.9
"Xavier Lipscomb","Mount St. Mary's",75.9
"John Mikey Square","Cal St. Fullerton",75.9
"Elvin Edmonds IV","Bucknell",75.9
"Toby Nnadozie","Coppin St.",75.9
"Marcus Jackson","Siena",75.9
"Sean Logan","Davidson",75.9
"Jalil Beaubrun","Appalachian St.",75.9
"Shawn Jones, Jr.","Mississippi St.",75.9
"Isaiah Jones","Oakland",75.9
"Cameron Fens","South Dakota",75.9
"Cameron Carr","Tennessee",75.9
"Seneca Willoughby","Bethune Cookman",75.9
"Derrick Butler","Bowling Green",75.9
"Bernie Blunt","Mercyhurst",75.9
"Jamil Miller","Kennesaw St.",75.9
"Damoni Harrison","Southern Indiana",75.9
"David Punch","TCU",75.9
"Brandon Newman","Oklahoma St.",75.8
"Logan Woods","Wright St.",75.8
"German Plotnikov","Hofstra",75.8
"Sam Alexis","Florida",75.8
"Isaiah Coleman","Seton Hall",75.8
"Sterling Young","Florida A&M",75.8
"Dior Conners","Appalachian St.",75.8
"Cris Carroll","Youngstown St.",75.8
"Tyree Ihenacho","Washington",75.7
"Brent Davis","LIU",75.7
"Bryce Johnson","Sacred Heart",75.7
"Will Thomas","Morgan St.",75.7
"Will Felton","North Carolina A&T",75.7
"Shane Dezonie","Temple",75.7
"Randy Brady","South Alabama",75.7
"Justice Smith","Niagara",75.7
"Daniel Akitoby","Morgan St.",75.7
"Santiago Trouet","San Diego",75.7
"Jonah Hinton","St. Bonaventure",75.7
"Trey Thomas","Bowling Green",75.6
"Trey Townsend","Arizona",75.6
"Jordan Jefferson","Little Rock",75.6
"Maximus Edwards","Duquesne",75.6
"Jalen Miller","Oral Roberts",75.6
"RJ Smith","Colorado",75.6
"AJ Smith","James Madison",75.6
"DeAndre Williams","Holy Cross",75.6
"Sam Walters","Michigan",75.6
"Vasean Allette","TCU",75.6
"Tyreese Watson","Louisiana Monroe",75.6
"Cameron Faas","UMKC",75.6
"Zarique Nutter","Georgia St.",75.5
"Ronnie DeGray III","Wichita St.",75.5
"Anton Brookshire","Austin Peay",75.5
"Ryan Prather Jr.","Robert Morris",75.5
"Braxton Bayless","Western Kentucky",75.5
"Anthony Benard","Canisius",75.5
"Jackson Holcombe","Utah Valley",75.5
"Ari Fulton","NJIT",75.5
"Donte Bacchus","North Alabama",75.5
"Miguel Tomley","Weber St.",75.4
"Darlinstone Dubar","Tennessee",75.4
"Zach Martini","Rutgers",75.4
"Christopher Mantis","Maine",75.4
"Sam Alamutu","Vermont",75.4
"Brandon Huntley-Hatfield","N.C. State",75.4
"Cobie Montgomery","Southern Miss",75.4
"Mohamed Wague","Oklahoma",75.4
"Apostolos Roumoglou","Richmond",75.4
"Chas Stinson","Stonehill",75.4
"Alonzo Dodd","Appalachian St.",75.4
"Landon Glasper","North Carolina A&T",75.4
"Mayar Wol","Eastern Kentucky",75.4
"Noah Amenhauser","Coastal Carolina",75.4
"CJ Hardy","Cal St. Bakersfield",75.4
"Yaphet Moundi","Iona",75.4
"Pharell Boyogueno","Gardner Webb",75.4
"Bowen Born","Colorado St.",75.3
"Clarence Rupert","Iona",75.3
"Elijah Brooks","Houston Christian",75.3
"Jaeden Marshall","Niagara",75.3
"Michael Nwoko","Mississippi St.",75.3
"Rashaud Marshall","Arkansas St.",75.3
"Michael McNair","Boston University",75.3
"Billy Richmond III","Arkansas",75.3
"Kamryn Thomas","Nebraska Omaha",75.3
"Ryan Mela","Providence",75.3
"Hakim Byrd","Utah Tech",75.3
"Kendall Munson","Jacksonville",75.2
"Hayden Hefner","Texas A&M",75.2
"Lyndel Erold","Brown",75.2
"Abramo Canka","Stetson",75.2
"Tariq Francis","NJIT",75.2
"Robert Davis Jr.","Old Dominion",75.2
"Corey Stephenson","Cal St. Bakersfield",75.2
"Enoch Kalambay","Western Kentucky",75.2
"Brant Byers","Miami OH",75.2
"Kolten Griffin","West Georgia",75.2
"Matthew Robinson","Chicago St.",75.2
"Mark Drone","Texas St.",75.2
"Ketron Shaw","Maryland Eastern Shore",75.2
"Brandton Chatfield","Iowa St.",75.1
"Aidan Carpenter","Sacred Heart",75.1
"Colin Smalls","American",75.1
"Alexis Reyes","Quinnipiac",75.1
"Wes Peterson","Binghamton",75.1
"Ethan Butler","Northern Illinois",75.1
"Justin Rochelin","UC San Diego",75.1
"Zach Bloch","Northern Colorado",75.1
"Makai Willis","Louisiana Monroe",75.1
"Emil Skytta","Sacramento St.",75.1
"Josh Rivera","Fordham",75.1
"Marcus Kell","Western Carolina",75.1
"Masai Troutman","Northeastern",75.1
"Aidan Mahaney","Connecticut",75.1
"Cian Medley","Kent St.",75.1
"Daemar Kelly","Saint Francis",75.1
"Braeden Speed","Loyola MD",75.1
"Damarion Dennis","Texas A&M Corpus Chris",75.1
"Micah Thomas","Northwestern St.",75
"Darius Burford","UT Arlington",75
"JJ Traynor","DePaul",75
"Camaron Tongue","Santa Clara",75
"DJ Campbell","California",75
"George Beale Jr.","Hampton",75
"Jaret Valencia","Monmouth",75
"Dra Gibbs-Lawhorn","Illinois",75
"Ben Wight","Stony Brook",74.9
"Dyson Koehler","Weber St.",74.9
"Marcellus Brigham Jr","Jacksonville St.",74.9
"Coltie Young","Louisiana Monroe",74.9
"Davonte Sweatman","Central Connecticut",74.9
"Christ Essandoko","Providence",74.9
"Jahnathan Lamothe","North Carolina A&T",74.9
"RJ Taylor","Northern Iowa",74.9
"Jahmere Tripp","Fordham",74.9
"Camp Wagner","Indiana St.",74.9
"Connor Sevilla","UC Davis",74.9
"Brandin Cummings","Pittsburgh",74.9
"Connor Hollenbeck","Idaho St.",74.9
"Jaeden Mustaf","Georgia Tech",74.9
"Tyson Commander","Loyola MD",74.8
"Yann Farell","East Carolina",74.8
"Killian Gribben","Maine",74.8
"Cornelius Robinson Jr.","Monmouth",74.8
"BJ Ward","Southeast Missouri St.",74.8
"Riley Allenspach","Samford",74.8
"Brady Shoulders","Mercer",74.8
"Rich Smith","Abilene Christian",74.8
"Isaiah Lewis","Little Rock",74.8
"K'mani Doughty","Indiana St.",74.7
"Daniel Foster","Nevada",74.7
"Jalen Breath","UNC Greensboro",74.7
"Jason Nelson","Youngstown St.",74.7
"Jefferson De La Cruz Monegro","Valparaiso",74.7
"Jalyke Gaines-Wyatt","Alcorn St.",74.7
"Christian Moore","The Citadel",74.7
"Muneer Newton","Delaware St.",74.7
"Dylan Grant","Rutgers",74.7
"Jaehshon Thomas","Charlotte",74.7
"Tyler Johnson","Virginia Tech",74.7
"Dylan Jones","Fairleigh Dickinson",74.7
"Matt Zona","Fordham",74.6
"Tyler Patterson","Montana St.",74.6
"Louis Lesmond","Harvard",74.6
"Nolan Hodge","UNC Wilmington",74.6
"Javier Ezquerra","Wagner",74.6
"Joshua Hughes","Evansville",74.6
"Chrishawn Christmas","Stephen F. Austin",74.6
"Chilaydrien Newton","Grambling St.",74.6
"Andrew Phillips","Lafayette",74.6
"Dorian McMillian","Jackson St.",74.6
"Chris Austin","Portland",74.5
"Omaha Biliew","Wake Forest",74.5
"Drew Scharnowski","Belmont",74.5
"Isaiah Mbeng","William & Mary",74.5
"Isaiah Jackson","Drake",74.5
"Max Weisbrod","Northern Iowa",74.5
"Ryan Rapp","Hawaii",74.4
"Toby Okani","West Virginia",74.4
"Jordan Geronimo","Maryland",74.4
"Manny Obaseki","Texas A&M",74.4
"Darius DeAveiro","Valparaiso",74.4
"Sam Alajiki","Oral Roberts",74.4
"Cam Palesse","Canisius",74.4
"Chisom Okpara","Stanford",74.4
"Tucker Anderson","Utah St.",74.4
"Djahi Binet","Alcorn St.",74.4
"Antwan Burnett","Grambling St.",74.4
"Luke Kearney","Air Force",74.4
"Isaac Parson","North Carolina Central",74.4
"Hayden Curtiss","Portland St.",74.3
"R.J. Blakney","Old Dominion",74.3
"RJ Keene","Boise St.",74.3
"Ola Ajiboye","Tennessee Tech",74.3
"Cord Stansberry","Western Carolina",74.3
"Will Richardson","Fordham",74.3
"Jaylen Jones","Oakland",74.3
"Quinn Denker","Northern Colorado",74.3
"Tan Yildizoglu","VMI",74.3
"Nasir Whitlock","Lehigh",74.3
"Mikkel Tyne","Richmond",74.3
"Hank Alvey","Lehigh",74.3
"Royce Parham","Marquette",74.3
"Travis Harper II","Tennessee St.",74.3
"Robert Miller III","LSU",74.3
"Caleb Williams","Georgetown",74.3
"Jonathan Aybar","FIU",74.2
"Noble Crawford","Chicago St.",74.2
"Pedro Lopez Sanvicente","Denver",74.2
"Artese Stapleton","Eastern Illinois",74.2
"Grant Newell","North Texas",74.2
"LJ Wells","Northern Kentucky",74.2
"Bryson Ogletree","North Carolina A&T",74.2
"Colin Smith","UC Santa Barbara",74.2
"Julian Vaughns","Sacramento St.",74.2
"Mitchell Taylor","South Carolina St.",74.2
"Tomiwa Sulaiman","Towson",74.2
"Kyle Jenkins","Fairfield",74.1
"Tanahj Pettway","Prairie View A&M",74.1
"Quaran McPherson","Northern Illinois",74.1
"D'Marco Dunn","Penn St.",74.1
"Marcus Randolph","Saint Peter's",74.1
"Josiah Davis","Niagara",74.1
"Peter Carey","Siena",74.1
"Damien Mayo Jr.","Southern Illinois",74.1
"Demetrius Lilley","La Salle",74.1
"Xavier Booker","Michigan St.",74.1
"Caleb Williams","Lafayette",74.1
"Mykell Robinson","Fresno St.",74.1
"Brody Fox","The Citadel",74.1
"Jamari Sibley","Southern Utah",74
"Kian Scroggins","Sam Houston St.",74
"Keshawn Williams","Colorado St.",74
"Josh Gray","Missouri",74
"Taine Murray","Virginia",74
"Ben Johnson","Bellarmine",74
"Benny Gealer","Stanford",74
"Donovan Oday","Cal St. Fullerton",74
"Jamie Phillips Jr.","Stetson",74
"Jaden Zimmerman","Quinnipiac",74
"Markhi Strickland","Western Michigan",73.9
"Jacob Crews","Missouri",73.9
"Dionte Bostick","New Mexico St.",73.9
"Elijah Tucker","Longwood",73.9
"Houston Mallette","Alabama",73.9
"Jalen Forrest","Chicago St.",73.9
"Tom House","Furman",73.9
"Elijah Ormiston","South Alabama",73.9
"Jamal Sumlin","Kent St.",73.9
"Morris Ugusuk","South Carolina",73.9
"Marlon Short","UMBC",73.9
"Ben Oosterbaan","St. Thomas",73.9
"Sheldon Williams","Texas A&M Corpus Chris",73.9
"Owen Lobsinger","Western Michigan",73.8
"Zhuric Phelps","Texas A&M",73.8
"Zaire Williams","Wagner",73.8
"Sai Witt","Austin Peay",73.8
"Josh Reed","Cincinnati",73.8
"Kylan Blackmon","Charlotte",73.8
"Ben Roy","Boston University",73.8
"Zaide Lowery","Marquette",73.8
"Jay Alvarez","Rider",73.8
"Sharron Young","Akron",73.8
"Chris Mpaka","Tarleton St.",73.8
"Trevion LaBeaux","East Carolina",73.8
"Keon Ambrose-Hylton","SMU",73.7
"Deuce Turner","UC Santa Barbara",73.7
"Austin Patterson","Montana",73.7
"Theo Seng","Troy",73.7
"Jayme Mitchell Jr.","Jackson St.",73.7
"Keyontae Lewis","Wagner",73.7
"Jan Vide","Loyola Marymount",73.7
"Matt Mayock","American",73.7
"Jaxon Pollard","Queens",73.7
"Karmani Gregory","USC Upstate",73.7
"Greedy Williams","UNC Wilmington",73.7
"Michael Jacobs","Southern",73.7
"Shon Robinson","Incarnate Word",73.6
"Kasen Jennings","South Florida",73.6
"Shemar Rathan-Mayes","Mercyhurst",73.6
"Lincoln Ball","American",73.6
"Markeith Browning II","Lindenwood",73.6
"Touko Tainamo","Wyoming",73.6
"Giovanni Emejuru","George Mason",73.6
"Javon Ruffin","Colorado",73.6
"Seth Hubbard","Toledo",73.6
"Davion Sykes","Southern Illinois",73.6
"Kaleb Smith","UC Riverside",73.6
"Shawn Phillips Jr.","Arizona St.",73.6
"J.P. Estrella","Tennessee",73.6
"Kenyon Goodin","Bellarmine",73.6
"Ben Michaels","Buffalo",73.6
"KyKy Tandy","Florida Atlantic",73.5
"Kenny Hunter","Texas Southern",73.5
"Tyson Acuff","Rutgers",73.5
"Alem Huseinovic","Rice",73.5
"John Christofilis","Seattle",73.5
"Fredrick King","Creighton",73.5
"Chauncey Wiggins","Clemson",73.5
"Evan Mahaffey","Ohio St.",73.5
"Greg Gordon","UAB",73.5
"Tyshawn Archie","Tulsa",73.5
"Jamyron Keller","Oklahoma St.",73.5
"Zaire Hayes","Texas Southern",73.5
"Tyler Doyle","Bellarmine",73.5
"Martel Williams","Cal Baptist",73.4
"Truth Harris","Radford",73.4
"Lamar Oden Jr.","Charleston Southern",73.4
"Andre Weir","Kennesaw St.",73.4
"Benny Williams","UCF",73.4
"Mekhi Collins","Nicholls St.",73.4
"Jonathan Beagle","Richmond",73.4
"Kyle Layton","Tennessee Tech",73.4
"Reggie Ward Jr.","Bethune Cookman",73.4
"Dalen Davis","Princeton",73.4
"Jordan Burks","Georgetown",73.4
"Arlandus Keyes","Mount St. Mary's",73.4
"Malcolm Noel","West Georgia",73.4
"Roger McFarlane","Boston College",73.3
"Camden Heide","Purdue",73.3
"Demarion Watson","Iowa St.",73.3
"Andrew King","Elon",73.3
"Brady Dunlap","St. John's",73.3
"Mekhi Cooper","Miami OH",73.3
"Arne Osojnik","Eastern Michigan",73.3
"JB Frankel","Northeastern",73.3
"Cooper Koch","Iowa",73.3
"Ashton Williamson","FIU",73.3
"C.J. Cox","Purdue",73.3
"Kody Clouet","San Diego",73.3
"Carlos Paez","Southeastern Louisiana",73.2
"Jordan Davis","Illinois St.",73.2
"Jamie Bergens","Fairfield",73.2
"Tyler Beard","Cal St. Northridge",73.2
"Dariyus Woodson","North Dakota",73.2
"Robby Carmody","Le Moyne",73.1
"Cole Henry","Wyoming",73.1
"Terren Frank","Campbell",73.1
"Petar Krivokapic","Pacific",73.1
"Joryam Saizonou","UNC Greensboro",73.1
"Sean Hansen","George Washington",73.1
"Niyi Olabode","UC Riverside",73.1
"Lance Waddles","Nebraska Omaha",73.1
"Rory Stewart","Florida Gulf Coast",73.1
"Kyle Thomas","SIU Edwardsville",73.1
"Tafara Gapare","Maryland",73.1
"Andrew Akuchie","Rice",73.1
"Jaylen Carey","Vanderbilt",73.1
"Jacob Beccles","Cornell",73.1
"Ryan Forrest","North Carolina A&T",73.1
"Jayson Petty","UMKC",73.1
"Tyler Boston","Holy Cross",73.1
"Ben Callahan-Gold","Binghamton",73.1
"Jack Kostel","Chattanooga",73.1
"Damarion Bonds","Central Michigan",73.1
"Malachi Poindexter","Illinois St.",73
"Kaleb Scott","Presbyterian",73
"Isaiah Barnes","Tulsa",73
"Quincy Clark","UMass Lowell",73
"Brody Peebles","Belmont",73
"Bol Dengdit","Portland",73
"Markus Harding","Indiana St.",73
"Aidan Shaw","Missouri",73
"Noah Batchelor","Buffalo",73
"Victor Panov","Drexel",73
"Gabe Spinelli","Chicago St.",73
"Kellen Thames","Saint Louis",73
"ND Okafor","Washington St.",73
"Elijah Strong","Boston College",73
"Kyle Marshall","Air Force",73
"Luke Flynn","Wofford",73
"Ahmed Barba-Bey","Fairleigh Dickinson",73
"Ebrima Dibba","Cleveland St.",72.9
"Austin Johnson","Long Beach St.",72.9
"Joe Octave","Stony Brook",72.9
"Joshua Ola-Joseph","California",72.9
"Derrian Ford","Arkansas St.",72.9
"Brennan Rigsby","Minnesota",72.9
"Maximus Nelson","Purdue Fort Wayne",72.9
"Arnas Sakenis","SIU Edwardsville",72.9
"Bryce Ford","Toledo",72.9
"Isaiah Griffin","Idaho St.",72.9
"Izzy Miles","Tarleton St.",72.9
"Kaspar Sepp","Valparaiso",72.9
"Jacoi Hutchinson","George Washington",72.9
"Mari Jordan","Tulane",72.9
"Wesley Celichowski","Air Force",72.9
"Nyle Ralph-Beyer","Sacred Heart",72.9
"Dontaie Allen","Wyoming",72.8
"B. Artis White","Richmond",72.8
"Ques Glover","Ohio St.",72.8
"Jaquan Scott","UTSA",72.8
"Jamond Vincent","New Orleans",72.8
"Ryan Dufault","St. Thomas",72.8
"Keiveon Hunt","Jackson St.",72.8
"KyeRon Lindsay","Murray St.",72.8
"Isaiah Gaines","Radford",72.8
"Sincere Malone","Nicholls St.",72.8
"Jerry Deng","Florida St.",72.8
"Pape N'Diaye","UNLV",72.8
"Quan Lax","Austin Peay",72.8
"Angelo Brizzi","Longwood",72.7
"Jaren Johnson","Howard",72.7
"Ryan Abelman","Northern Arizona",72.7
"Prince Aligbe","Seton Hall",72.7
"Elmore James","Ohio",72.7
"Shane Blakeney","Drexel",72.7
"Jordan Chatman","Florida A&M",72.7
"Jackson Holt","Eastern Kentucky",72.7
"Kyle Evans","UC Irvine",72.7
"Deng Mayar","North Dakota",72.7
"Cade Phillips","Tennessee",72.7
"Tunde Vahlberg Fasasi","La Salle",72.7
"Darius Duffy","Milwaukee",72.7
"Brandon Rechsteiner","Virginia Tech",72.7
"Amar Augillard","Fresno St.",72.6
"George Smith","Penn",72.6
"Ian Motta","Bucknell",72.6
"Derrick Tezeno","Southern",72.6
"Malcolm Chimezie","Boston University",72.6
"J.R. Konieczny","Notre Dame",72.6
"Jakai Robinson","Bryant",72.6
"Christian May","Towson",72.6
"Caelum Swanton-Rodger","Old Dominion",72.6
"Jackson Hicke","Princeton",72.6
"Malcolm Wrisby-Jefferson","Brown",72.6
"Nate Fouts","Le Moyne",72.6
"Kalil Camara","Bethune Cookman",72.6
"Tomas Thrastarson","Washington St.",72.6
"John-Paul Ricks","Prairie View A&M",72.6
"Josh Cohen","USC",72.5
"Latrell Jossell","North Texas",72.5
"Donovan Williams","Western Michigan",72.5
"Jordan Nesbitt","Wyoming",72.5
"Coleton Benson","Texas St.",72.5
"Cam Amboree","Southern",72.5
"Jalen Quinn","Loyola Chicago",72.5
"Shaquil Bender","Manhattan",72.5
"EJ Neal","Sacramento St.",72.5
"Victor Valdes","Troy",72.5
"Fidelis Okereke","Cal St. Bakersfield",72.4
"Jace Roquemore","Vermont",72.4
"Lynn Greer III","Temple",72.4
"Wayne McKinney III","San Diego St.",72.4
