Player,School,Rating,School_key,Conf,conf_tier,penalty_conf,Rating_add,conf_mult,gap,Rating_conf
Djordje Curcic,Charleston,58.7,charleston,CAA,low,-2,56.7,0.7,0,90
Jaye Nash,Tulsa,58.7,tulsa,AAC,mid,-0.4,58.300000000000004,0.9,0,90
Justin Pippen,Michigan,58.7,michigan,Big Ten,tier1,0.8,59.5,1,0,90
Jaxson Ford,Sam Houston St.,58.7,sam houston st,CUSA,mid,-0.4,58.300000000000004,0.9,0,90
Ethan Menzies,Cal Poly,58.7,cal poly,Big West,low,-2,56.7,0.7,0,90
Raeshun McGregory,Mississippi Valley St.,58.7,mississippi valley st,SWAC,low,-2,56.7,0.7,0,90
Brian Mathews,North Dakota,58.6,north dakota,Summit League,low,-2,56.6,0.7,0,90
Cyril Martynov,Eastern Kentucky,58.6,eastern kentucky,ASUN,low,-2,56.6,0.7,0,90
Bautista Giralt,Albany,58.6,albany,AEC,low,-2,56.6,0.7,0,90
Ben Palacios,Boston University,58.6,boston university,Patriot,low,-2,56.6,0.7,0,90
Marcus Watson Jr.,Jackson St.,58.6,jackson st,SWAC,low,-2,56.6,0.7,0,90
Dillon Tingler,Eastern Michigan,58.6,eastern michigan,MAC,low,-2,56.6,0.7,0,90
Seifeldin Hendawy,Loyola Chicago,58.6,loyola chicago,A10,mid,-0.4,58.2,0.9,0,90
Jacob Hudson,Gardner Webb,58.6,gardner webb,Big South,low,-2,56.6,0.7,0,90
Jamal Miles,South Carolina St.,58.6,south carolina st,MEAC,low,-2,56.6,0.7,0,90
Avery Felts,Arkansas St.,58.5,arkansas st,Sun Belt,mid,-0.4,58.1,0.9,0,90
Brendan Mykalcio,Gardner Webb,58.5,gardner webb,Big South,low,-2,56.5,0.7,0,90
Ryan Bolton Jr.,Prairie View A&M,58.5,prairie view a m,SWAC,low,-2,56.5,0.7,0,90
Johnnie Walter,Penn,58.5,penn,Ivy League,low,-2,56.5,0.7,0,90
Thomas Ndong,Oregon St.,58.5,oregon st,WCC,mid,-0.4,58.1,0.9,0,90
Me'Kell Burries,Austin Peay,58.5,austin peay,ASUN,low,-2,56.5,0.7,0,90
Eduardo Klafke,Mississippi,58.5,mississippi,SEC,tier1,0.8,59.3,1,0,90
Luka Toews,Boston College,58.5,boston college,ACC,tier1,0.8,59.3,1,0,90
Miles Stewart,Howard,58.4,howard,MEAC,low,-2,56.4,0.7,0,90
Nate Tshimanga,New Mexico St.,58.4,new mexico st,CUSA,mid,-0.4,58,0.9,0,90
Magnus Entenmann,Kent St.,58.4,kent st,MAC,low,-2,56.4,0.7,0,90
George Washington III,Richmond,58.4,richmond,A10,mid,-0.4,58,0.9,0,90
Ryan Soulis,Richmond,58.4,richmond,A10,mid,-0.4,58,0.9,0,90
Mozae Downing-Rivers,Missouri St.,58.4,missouri st,MVC,mid,-0.4,58,0.9,0,90
Kieran Elliott,Cal Poly,58.4,cal poly,Big West,low,-2,56.4,0.7,0,90
Cayden Ward,Cal Poly,58.4,cal poly,Big West,low,-2,56.4,0.7,0,90
LoLo Rudolph,Cal St. Fullerton,58.4,cal st fullerton,Big West,low,-2,56.4,0.7,0,90
Jamil Muttilib,Appalachian St.,58.4,appalachian st,Sun Belt,mid,-0.4,58,0.9,0,90
Sam Kodi,Southern Indiana,58.4,southern indiana,OVC,low,-2,56.4,0.7,0,90
Chris Ford,Robert Morris,58.3,robert morris,Horizon,low,-2,56.3,0.7,0,90
Eli DeLaurier,Providence,58.3,providence,Big East,tier1,0.8,59.099999999999994,1,0,90
Joy Ighovodja,Wichita St.,58.3,wichita st,AAC,mid,-0.4,57.9,0.9,0,90
Treyson Anderson,North Dakota St.,58.3,north dakota st,Summit League,low,-2,56.3,0.7,0,90
Deonte Williams,Sacramento St.,58.3,sacramento st,Big Sky,low,-2,56.3,0.7,0,90
Hudson Ward,Penn St.,58.3,penn st,Big Ten,tier1,0.8,59.099999999999994,1,0,90
Jack d'Entremont,Richmond,58.3,richmond,A10,mid,-0.4,57.9,0.9,0,90
Carlos Rosario,Oral Roberts,58.2,oral roberts,Summit League,low,-2,56.2,0.7,0,90
Quinn Strander,Nicholls St.,58.2,nicholls st,Southland,low,-2,56.2,0.7,0,90
Luke Turner,UC Riverside,58.2,uc riverside,Big West,low,-2,56.2,0.7,0,90
Cameron Grant,Stanford,58.2,stanford,ACC,tier1,0.8,59,1,0,90
Jack Robison,Wisconsin,58.2,wisconsin,Big Ten,tier1,0.8,59,1,0,90
Nathan Dudukovich,IU Indy,58.2,iu indy,Horizon,low,-2,56.2,0.7,0,90
Malik Rasul,Lafayette,58.2,lafayette,Patriot,low,-2,56.2,0.7,0,90
Kayde Dotson,New Mexico,58.2,new mexico,Mountain West,tier1,0.8,59,1,0,90
Aaron Powell,Rice,58.2,rice,AAC,mid,-0.4,57.800000000000004,0.9,0,90
Ahmed Essahaty,Southeastern Louisiana,58.1,southeastern louisiana,Southland,low,-2,56.1,0.7,0,90
Kany Tchanda,Boston College,58.1,boston college,ACC,tier1,0.8,58.9,1,0,90
Tallis Toure,Stanford,58.1,stanford,ACC,tier1,0.8,58.9,1,0,90
Evan Haywood,Butler,58.1,butler,Big East,tier1,0.8,58.9,1,0,90
Jalen Barbee,Cal St. Northridge,58.1,cal st northridge,Big West,low,-2,56.1,0.7,0,90
Davis Bynum,Cal St. Fullerton,58.1,cal st fullerton,Big West,low,-2,56.1,0.7,0,90
DJ Shine,Queens,58.1,queens,ASUN,low,-2,56.1,0.7,0,90
Edward Nnamoko,New Mexico St.,58,new mexico st,CUSA,mid,-0.4,57.6,0.9,0,90
Ryan Zan,La Salle,58,la salle,A10,mid,-0.4,57.6,0.9,0,90
Devan Sapp,UMBC,58,umbc,AEC,low,-2,56,0.7,0,90
Jordan Leaks,Norfolk St.,58,norfolk st,MEAC,low,-2,56,0.7,0,90
Javar Daniel,Austin Peay,58,austin peay,ASUN,low,-2,56,0.7,0,90
David Hermes,UTSA,58,utsa,AAC,mid,-0.4,57.6,0.9,0,90
Frederiks Meinarts,Buffalo,58,buffalo,MAC,low,-2,56,0.7,0,90
Renars Sondors,Louisiana Monroe,58,louisiana monroe,Sun Belt,mid,-0.4,57.6,0.9,0,90
Koby Jeffries,Illinois Chicago,57.9,illinois chicago,MVC,mid,-0.4,57.5,0.9,0,90
Blaise Keita,Western Kentucky,57.9,western kentucky,CUSA,mid,-0.4,57.5,0.9,0,90
Yoro Diallo,Winthrop,57.9,winthrop,Big South,low,-2,55.9,0.7,0,90
Kevin Gad,Saint Mary's,57.9,saint mary s,WCC,mid,-0.4,57.5,0.9,0,90
Mezziah Oakman,Portland,57.9,portland,WCC,mid,-0.4,57.5,0.9,0,90
Ethan Thomas,Central Arkansas,57.9,central arkansas,ASUN,low,-2,55.9,0.7,0,90
Anthony Batson Jr.,Stanford,57.9,stanford,ACC,tier1,0.8,58.699999999999996,1,0,90
Mason Smith,Furman,57.9,furman,SoCon,low,-2,55.9,0.7,0,90
Tim Eze,UMBC,57.9,umbc,AEC,low,-2,55.9,0.7,0,90
Sione Lose,UC Davis,57.8,uc davis,Big West,low,-2,55.8,0.7,0,90
Mason Miller,Creighton,57.8,creighton,Big East,tier1,0.8,58.599999999999994,1,0,90
Steven Vasquez Jr.,San Jose St.,57.8,san jose st,Mountain West,tier1,0.8,58.599999999999994,1,0,90
Trey Pettigrew,Eastern Michigan,57.8,eastern michigan,MAC,low,-2,55.8,0.7,0,90
Bilal Abdur-Rahman,Alabama A&M,57.8,alabama a m,SWAC,low,-2,55.8,0.7,0,90
Tre Norman,Marquette,57.8,marquette,Big East,tier1,0.8,58.599999999999994,1,0,90
Kelcy Phipps,Portland St.,57.8,portland st,Big Sky,low,-2,55.8,0.7,0,90
Dillan Baker,Northern Arizona,57.8,northern arizona,Big Sky,low,-2,55.8,0.7,0,90
Leigh Rickwood-Pitt,Northern Arizona,57.8,northern arizona,Big Sky,low,-2,55.8,0.7,0,90
Leland Coleman,New Orleans,57.8,new orleans,Southland,low,-2,55.8,0.7,0,90
Jared Harris,Memphis,57.8,memphis,AAC,mid,-0.4,57.4,0.9,0,90
Cannon Richards,Wofford,57.8,wofford,SoCon,low,-2,55.8,0.7,0,90
Akrum Ahemed,UNC Greensboro,57.7,unc greensboro,SoCon,low,-2,55.7,0.7,0,90
Miles Hicks,William & Mary,57.7,william mary,CAA,low,-2,55.7,0.7,0,90
Kosy Akametu,Santa Clara,57.7,santa clara,WCC,mid,-0.4,57.300000000000004,0.9,0,90
Ibrahima Sacko,New Mexico,57.7,new mexico,Mountain West,tier1,0.8,58.5,1,0,90
Robert Peters,VMI,57.7,vmi,SoCon,low,-2,55.7,0.7,0,90
Aidan Harris,Saint Francis,57.7,saint francis,NEC,low,-2,55.7,0.7,0,90
Will Cooper,Air Force,57.7,air force,Mountain West,tier1,0.8,58.5,1,0,90
Ayden Evans,Ohio,57.7,ohio,MAC,low,-2,55.7,0.7,0,90
Jordan McCullum,Murray St.,57.7,murray st,MVC,mid,-0.4,57.300000000000004,0.9,0,90
Rob Taylor II,Wagner,57.6,wagner,NEC,low,-2,55.6,0.7,0,90
Freds Pauls Bagatskis,Le Moyne,57.6,le moyne,NEC,low,-2,55.6,0.7,0,90
Logan Carey,Maine,57.6,maine,AEC,low,-2,55.6,0.7,0,90
Jarrell Love,Bethune Cookman,57.6,bethune cookman,SWAC,low,-2,55.6,0.7,0,90
Stas Sivka,George Mason,57.6,george mason,A10,mid,-0.4,57.2,0.9,0,90
Mekai Johnson,Saint Joseph's,57.6,saint joseph s,A10,mid,-0.4,57.2,0.9,0,90
AJ Hopkins,Tennessee Martin,57.6,tennessee martin,OVC,low,-2,55.6,0.7,0,90
Mateen Rafiq,Cornell,57.6,cornell,Ivy League,low,-2,55.6,0.7,0,90
T.J. Berger,Lafayette,57.5,lafayette,Patriot,low,-2,55.5,0.7,0,90
David Simon,San Diego,57.5,san diego,WCC,mid,-0.4,57.1,0.9,0,90
Britton Berrett,Utah Tech,57.5,utah tech,WAC,mid,-0.4,57.1,0.9,0,90
Alonso Faure,Pepperdine,57.4,pepperdine,WCC,mid,-0.4,57,0.9,0,90
Hubertas Pivorius,Northern Kentucky,57.4,northern kentucky,Horizon,low,-2,55.4,0.7,0,90
"Maurice Wright, Jr.",VMI,57.4,vmi,SoCon,low,-2,55.4,0.7,0,90
Michael Sulaka,Western Michigan,57.4,western michigan,MAC,low,-2,55.4,0.7,0,90
Ty Davis,Creighton,57.4,creighton,Big East,tier1,0.8,58.199999999999996,1,0,90
Ben Bradford,Charlotte,57.4,charlotte,AAC,mid,-0.4,57,0.9,0,90
Blake Forrest,Colgate,57.4,colgate,Patriot,low,-2,55.4,0.7,0,90
Christian Nitu,Florida St.,57.4,florida st,ACC,tier1,0.8,58.199999999999996,1,0,90
Stefano Faloppa,Tennessee Martin,57.4,tennessee martin,OVC,low,-2,55.4,0.7,0,90
Gabe Pickens,New Mexico St.,57.4,new mexico st,CUSA,mid,-0.4,57,0.9,0,90
Yusuf Jihad,Eastern Michigan,57.3,eastern michigan,MAC,low,-2,55.3,0.7,0,90
Devon Hancock,Louisiana Monroe,57.3,louisiana monroe,Sun Belt,mid,-0.4,56.9,0.9,0,90
Brody Boyer,Samford,57.3,samford,SoCon,low,-2,55.3,0.7,0,90
Will Shaver,UAB,57.3,uab,AAC,mid,-0.4,56.9,0.9,0,90
Carnegie Johnson,Navy,57.3,navy,Patriot,low,-2,55.3,0.7,0,90
Zack Davidson,Montana,57.3,montana,Big Sky,low,-2,55.3,0.7,0,90
Aric Demings,Monmouth,57.3,monmouth,CAA,low,-2,55.3,0.7,0,90
Ryan Duncan,Princeton,57.3,princeton,Ivy League,low,-2,55.3,0.7,0,90
Creed Williamson,Little Rock,57.3,little rock,OVC,low,-2,55.3,0.7,0,90
Nicolo Romanelli,Columbia,57.3,columbia,Ivy League,low,-2,55.3,0.7,0,90
Trent Edwards,Morgan St.,57.3,morgan st,MEAC,low,-2,55.3,0.7,0,90
Kase Wynott,Washington St.,57.3,washington st,WCC,mid,-0.4,56.9,0.9,0,90
Lorenzo Abellar,Southern Utah,57.3,southern utah,WAC,mid,-0.4,56.9,0.9,0,90
EJ Ryans,Western Michigan,57.3,western michigan,MAC,low,-2,55.3,0.7,0,90
Max Triplett,BYU,57.3,byu,B12,tier1,0.8,58.099999999999994,1,0,90
DJ Nussbaum,Eastern Kentucky,57.2,eastern kentucky,ASUN,low,-2,55.2,0.7,0,90
Devin Vanterpool,Florida Atlantic,57.2,florida atlantic,AAC,mid,-0.4,56.800000000000004,0.9,0,90
Will Moore,Marshall,57.2,marshall,Sun Belt,mid,-0.4,56.800000000000004,0.9,0,90
Jason Clarke Jr.,Appalachian St.,57.2,appalachian st,Sun Belt,mid,-0.4,56.800000000000004,0.9,0,90
Tycen McDaniels,Alcorn St.,57.2,alcorn st,SWAC,low,-2,55.2,0.7,0,90
D'Shay Wright,South Carolina St.,57.2,south carolina st,MEAC,low,-2,55.2,0.7,0,90
Michelangelo Oberti,Penn,57.2,penn,Ivy League,low,-2,55.2,0.7,0,90
Solomon Ominu,Pacific,57.2,pacific,WCC,mid,-0.4,56.800000000000004,0.9,0,90
Jordon Nevill,Queens,57.1,queens,ASUN,low,-2,55.1,0.7,0,90
Jimmy Oladokun Jr.,Rice,57.1,rice,AAC,mid,-0.4,56.7,0.9,0,90
Nemanja Sarenac,Weber St.,57.1,weber st,Big Sky,low,-2,55.1,0.7,0,90
Johan Munch,Oregon St.,57.1,oregon st,WCC,mid,-0.4,56.7,0.9,0,90
Hamad Mousa,Dayton,57.1,dayton,A10,mid,-0.4,56.7,0.9,0,90
Blaize Sagna,Stetson,57.1,stetson,ASUN,low,-2,55.1,0.7,0,90
Will Shortt,Niagara,57.1,niagara,MAAC,low,-2,55.1,0.7,0,90
Sam Thomson,Northeastern,57,northeastern,CAA,low,-2,55,0.7,0,90
Jaden Grant,FIU,57,fiu,CUSA,mid,-0.4,56.6,0.9,0,90
"Marlon Barnes, Jr.",Pittsburgh,57,pittsburgh,ACC,tier1,0.8,57.8,1,0,90
Michael Day,Evansville,57,evansville,Evansville,low,-2,55,0.7,0,90
Okechukwu Okeke,FIU,57,fiu,CUSA,mid,-0.4,56.6,0.9,0,90
Matar Diop,Loyola Marymount,57,loyola marymount,WCC,mid,-0.4,56.6,0.9,0,90
Reggie Thomas,North Dakota,57,north dakota,Summit League,low,-2,55,0.7,0,90
Jair Horton,Mississippi Valley St.,57,mississippi valley st,SWAC,low,-2,55,0.7,0,90
Joshua Dent,Saint Mary's,57,saint mary s,WCC,mid,-0.4,56.6,0.9,0,90
Eunique Rink,Hampton,57,hampton,CAA,low,-2,55,0.7,0,90
Jalen Barr,Iona,57,iona,MAAC,low,-2,55,0.7,0,90
Gavin Ripp,San Diego,57,san diego,WCC,mid,-0.4,56.6,0.9,0,90
Zaakir Sawyer,Prairie View A&M,56.9,prairie view a m,SWAC,low,-2,54.9,0.7,0,90
Baylor Hebb,UTEP,56.9,utep,CUSA,mid,-0.4,56.5,0.9,0,90
Reese McMullen,Penn,56.9,penn,Ivy League,low,-2,54.9,0.7,0,90
Daniel Nixon,Hampton,56.9,hampton,CAA,low,-2,54.9,0.7,0,90
Elijah Perkins,Saint Peter's,56.9,saint peter s,MAAC,low,-2,54.9,0.7,0,90
Gus Yalden,Seton Hall,56.9,seton hall,Big East,tier1,0.8,57.699999999999996,1,0,90
Jalen Tatum,Jackson St.,56.9,jackson st,SWAC,low,-2,54.9,0.7,0,90
Moses Horne,Mississippi Valley St.,56.9,mississippi valley st,SWAC,low,-2,54.9,0.7,0,90
George Ivory III,Mississippi Valley St.,56.8,mississippi valley st,SWAC,low,-2,54.8,0.7,0,90
Brandon Taylor,Texas A&M Commerce,56.8,texas a m commerce,Southland,low,-2,54.8,0.7,0,90
Noah Melson,Chattanooga,56.8,chattanooga,SoCon,low,-2,54.8,0.7,0,90
Niklas Polonowski,Penn,56.8,penn,Ivy League,low,-2,54.8,0.7,0,90
Kerrington Kiel,Troy,56.8,troy,Sun Belt,mid,-0.4,56.4,0.9,0,90
Luke Gray,Oral Roberts,56.8,oral roberts,Summit League,low,-2,54.8,0.7,0,90
Jared Washington,Southern Indiana,56.8,southern indiana,OVC,low,-2,54.8,0.7,0,90
Dramane Camara,Norfolk St.,56.7,norfolk st,MEAC,low,-2,54.7,0.7,0,90
Dilen Miller,Robert Morris,56.7,robert morris,Horizon,low,-2,54.7,0.7,0,90
Jayden Williams,Bucknell,56.7,bucknell,Patriot,low,-2,54.7,0.7,0,90
Jacob Bannarbie,UNLV,56.6,unlv,Mountain West,tier1,0.8,57.4,1,0,90
Jaedyn Brown,Idaho St.,56.6,idaho st,Big Sky,low,-2,54.6,0.7,0,90
Drew McKenna,Georgetown,56.6,georgetown,Big East,tier1,0.8,57.4,1,0,90
Jocobi Hendricks,Florida A&M,56.6,florida a m,SWAC,low,-2,54.6,0.7,0,90
Kyle Edison,Southeastern Louisiana,56.6,southeastern louisiana,Southland,low,-2,54.6,0.7,0,90
Jaelen McGlone,Central Connecticut,56.6,central connecticut,NEC,low,-2,54.6,0.7,0,90
London Riley,Alabama A&M,56.5,alabama a m,SWAC,low,-2,54.5,0.7,0,90
Jerome Palm,Hawaii,56.5,hawaii,Big West,low,-2,54.5,0.7,0,90
Allen Udemadu,Missouri St.,56.5,missouri st,MVC,mid,-0.4,56.1,0.9,0,90
Justin Redmond,Northwestern St.,56.5,northwestern st,Southland,low,-2,54.5,0.7,0,90
Julian Steinfeld,IU Indy,56.5,iu indy,Horizon,low,-2,54.5,0.7,0,90
Gabriel McKay,Liberty,56.4,liberty,CUSA,mid,-0.4,56,0.9,0,90
Jack Wistrcill,Northern Arizona,56.4,northern arizona,Big Sky,low,-2,54.4,0.7,0,90
Zytarious Mortle,Texas Southern,56.4,texas southern,SWAC,low,-2,54.4,0.7,0,90
Landen Babusiak,Stetson,56.4,stetson,ASUN,low,-2,54.4,0.7,0,90
Derek Sangster,UC Davis,56.4,uc davis,Big West,low,-2,54.4,0.7,0,90
Shane Thomas,Creighton,56.4,creighton,Big East,tier1,0.8,57.199999999999996,1,0,90
Jeramiah Israel,Northern Kentucky,56.4,northern kentucky,Horizon,low,-2,54.4,0.7,0,90
Kavon Bradford,Buffalo,56.4,buffalo,MAC,low,-2,54.4,0.7,0,90
Kam Farris,Bryant,56.3,bryant,AEC,low,-2,54.3,0.7,0,90
Saiyd Burnside,Florida A&M,56.3,florida a m,SWAC,low,-2,54.3,0.7,0,90
Evans Kipruto,UC Santa Barbara,56.3,uc santa barbara,Big West,low,-2,54.3,0.7,0,90
Ben Brown,Dartmouth,56.3,dartmouth,Ivy League,low,-2,54.3,0.7,0,90
Zach Kraft,North Dakota,56.3,north dakota,Summit League,low,-2,54.3,0.7,0,90
Dominick Stewart,Penn St.,56.3,penn st,Big Ten,tier1,0.8,57.099999999999994,1,0,90
Qadir Martin,Mercyhurst,56.3,mercyhurst,NEC,low,-2,54.3,0.7,0,90
Tajae Jones,Siena,56.3,siena,MAAC,low,-2,54.3,0.7,0,90
Darius Dawson,Austin Peay,56.3,austin peay,ASUN,low,-2,54.3,0.7,0,90
Gioacchino Panzini,Cornell,56.3,cornell,Ivy League,low,-2,54.3,0.7,0,90
Alijah Curry,Manhattan,56.3,manhattan,MAAC,low,-2,54.3,0.7,0,90
Jason Hart Jr.,Long Beach St.,56.2,long beach st,Big West,low,-2,54.2,0.7,0,90
Walker Andrews,VMI,56.2,vmi,SoCon,low,-2,54.2,0.7,0,90
Bowyn Beatty,Sacramento St.,56.2,sacramento st,Big Sky,low,-2,54.2,0.7,0,90
Mintautas Mockus,Incarnate Word,56.2,incarnate word,Southland,low,-2,54.2,0.7,0,90
Deng Majak,Oakland,56.2,oakland,Horizon,low,-2,54.2,0.7,0,90
Christian Gamble,Mercyhurst,56.2,mercyhurst,NEC,low,-2,54.2,0.7,0,90
Seth Jones,Pacific,56.2,pacific,WCC,mid,-0.4,55.800000000000004,0.9,0,90
Brody Limric,Central Connecticut,56.1,central connecticut,NEC,low,-2,54.1,0.7,0,90
Novak Perovic,Maine,56.1,maine,AEC,low,-2,54.1,0.7,0,90
Miles Klapper,Idaho,56.1,idaho,Big Sky,low,-2,54.1,0.7,0,90
Joshua Wyche,Lafayette,56.1,lafayette,Patriot,low,-2,54.1,0.7,0,90
Yoda Oke,Air Force,56.1,air force,Mountain West,tier1,0.8,56.9,1,0,90
Damarion Walkup,Southeast Missouri St.,56.1,southeast missouri st,OVC,low,-2,54.1,0.7,0,90
Preston Squire,Bowling Green,56.1,bowling green,MAC,low,-2,54.1,0.7,0,90
Quentin Duncan,NJIT,56.1,njit,AEC,low,-2,54.1,0.7,0,90
Lysander Rehnstrom,Navy,56,navy,Patriot,low,-2,54,0.7,0,90
Ashton Reese,UMBC,56,umbc,AEC,low,-2,54,0.7,0,90
Sam Duskin,Air Force,56,air force,Mountain West,tier1,0.8,56.8,1,0,90
Mekhi Turner,Kennesaw St.,56,kennesaw st,CUSA,mid,-0.4,55.6,0.9,0,90
Darren Williams,Florida Gulf Coast,56,florida gulf coast,ASUN,low,-2,54,0.7,0,90
Kent Jackson,Jacksonville,56,jacksonville,ASUN,low,-2,54,0.7,0,90
Malick Diallo,TCU,56,tcu,B12,tier1,0.8,56.8,1,0,90
JC Harris,UMBC,55.9,umbc,AEC,low,-2,53.9,0.7,0,90
Andrew Alia,Drake,55.9,drake,MVC,mid,-0.4,55.5,0.9,0,90
TJ Grant,Mercer,55.9,mercer,SoCon,low,-2,53.9,0.7,0,90
Kyle Pock,Northern Iowa,55.9,northern iowa,MVC,mid,-0.4,55.5,0.9,0,90
Dominic Commisso,The Citadel,55.9,the citadel,SoCon,low,-2,53.9,0.7,0,90
Carson Schwieger,Valparaiso,55.9,valparaiso,MVC,mid,-0.4,55.5,0.9,0,90
Adrian Uchidiuno,Brown,55.9,brown,Ivy League,low,-2,53.9,0.7,0,90
Daniel Freitag,Wisconsin,55.9,wisconsin,Big Ten,tier1,0.8,56.699999999999996,1,0,90
Javon Ervin,Mount St. Mary's,55.9,mount st mary s,MAAC,low,-2,53.9,0.7,0,90
Malik Lamin,Southern Utah,55.8,southern utah,WAC,mid,-0.4,55.4,0.9,0,90
Josh Baldwin,Cornell,55.8,cornell,Ivy League,low,-2,53.8,0.7,0,90
Collin Kuhl,Georgia Southern,55.8,georgia southern,Sun Belt,mid,-0.4,55.4,0.9,0,90
Daniel Loos,Austin Peay,55.8,austin peay,ASUN,low,-2,53.8,0.7,0,90
Taj Au-Duke,Pepperdine,55.8,pepperdine,WCC,mid,-0.4,55.4,0.9,0,90
Nate Deer,Texas St.,55.8,texas st,Sun Belt,mid,-0.4,55.4,0.9,0,90
Cameron McNamee,Dartmouth,55.8,dartmouth,Ivy League,low,-2,53.8,0.7,0,90
Anthony Alston,Appalachian St.,55.8,appalachian st,Sun Belt,mid,-0.4,55.4,0.9,0,90
Gob Gob,UMKC,55.8,umkc,Summit League,low,-2,53.8,0.7,0,90
Daniel Banister,Hampton,55.7,hampton,CAA,low,-2,53.7,0.7,0,90
Mounir Hima,Howard,55.7,howard,MEAC,low,-2,53.7,0.7,0,90
Nathan McGill,Stonehill,55.7,stonehill,NEC,low,-2,53.7,0.7,0,90
Joe Hurlburt,Davidson,55.7,davidson,A10,mid,-0.4,55.300000000000004,0.9,0,90
Evan Kilminster,Charleston,55.7,charleston,CAA,low,-2,53.7,0.7,0,90
Nazar Mahmoud,UTSA,55.7,utsa,AAC,mid,-0.4,55.300000000000004,0.9,0,90
Jose Benitez,Southern Miss,55.7,southern miss,Sun Belt,mid,-0.4,55.300000000000004,0.9,0,90
London Fields,Louisiana,55.7,louisiana,Sun Belt,mid,-0.4,55.300000000000004,0.9,0,90
Ben Nicol,Ohio,55.7,ohio,MAC,low,-2,53.7,0.7,0,90
Jalen Foy,Montana,55.7,montana,Big Sky,low,-2,53.7,0.7,0,90
Luka Damjanac,Massachusetts,55.7,massachusetts,A10,mid,-0.4,55.300000000000004,0.9,0,90
Damon Strand,Albany,55.7,albany,AEC,low,-2,53.7,0.7,0,90
Creighton Thieneman,Marshall,55.6,marshall,Sun Belt,mid,-0.4,55.2,0.9,0,90
Amari Jedkins,Montana,55.6,montana,Big Sky,low,-2,53.6,0.7,0,90
Jesaiah McWright,Tulsa,55.6,tulsa,AAC,mid,-0.4,55.2,0.9,0,90
William Humer,Northern Colorado,55.6,northern colorado,Big Sky,low,-2,53.6,0.7,0,90
Malik Ferguson,Georgia St.,55.6,georgia st,Sun Belt,mid,-0.4,55.2,0.9,0,90
Festus Ndumanya,Cal St. Northridge,55.5,cal st northridge,Big West,low,-2,53.5,0.7,0,90
Will Amica,Le Moyne,55.5,le moyne,NEC,low,-2,53.5,0.7,0,90
Gavin Perryman,Vermont,55.5,vermont,AEC,low,-2,53.5,0.7,0,90
Jermaine Coleman,St. Thomas,55.5,st thomas,Summit League,low,-2,53.5,0.7,0,90
Jalen Keago,Alabama St.,55.5,alabama st,SWAC,low,-2,53.5,0.7,0,90
Jeremiah Evans,Louisiana,55.5,louisiana,Sun Belt,mid,-0.4,55.1,0.9,0,90
Jace Howard,Michigan,55.4,michigan,Big Ten,tier1,0.8,56.199999999999996,1,0,90
Derrick Harris Jr.,Charleston Southern,55.4,charleston southern,Big South,low,-2,53.4,0.7,0,90
Travis Roberts,Marist,55.4,marist,MAAC,low,-2,53.4,0.7,0,90
Cooper Wright,Colgate,55.4,colgate,Patriot,low,-2,53.4,0.7,0,90
Cade Kelderman,Iowa St.,55.4,iowa st,B12,tier1,0.8,56.199999999999996,1,0,90
Grant Whitaker,Bellarmine,55.4,bellarmine,ASUN,low,-2,53.4,0.7,0,90
Jason Steele,LIU,55.4,liu,NEC,low,-2,53.4,0.7,0,90
Logan Epes,Missouri St.,55.4,missouri st,MVC,mid,-0.4,55,0.9,0,90
Keenan Emmanuel,Stephen F. Austin,55.4,stephen f austin,Southland,low,-2,53.4,0.7,0,90
Malcolm Dread,Mount St. Mary's,55.3,mount st mary s,MAAC,low,-2,53.3,0.7,0,90
David Craig,Tennessee Tech,55.3,tennessee tech,OVC,low,-2,53.3,0.7,0,90
Michael Ojo,Siena,55.3,siena,MAAC,low,-2,53.3,0.7,0,90
Finley Sheridan,Stetson,55.3,stetson,ASUN,low,-2,53.3,0.7,0,90
Cowandric Samuel,Jackson St.,55.3,jackson st,SWAC,low,-2,53.3,0.7,0,90
Isaac Munkadi,Fairfield,55.3,fairfield,MAAC,low,-2,53.3,0.7,0,90
Trey Wilson,Mount St. Mary's,55.3,mount st mary s,MAAC,low,-2,53.3,0.7,0,90
Josiah Francis,Fairleigh Dickinson,55.3,fairleigh dickinson,NEC,low,-2,53.3,0.7,0,90
Shakir Odunewu,Cal St. Bakersfield,55.3,cal st bakersfield,Big West,low,-2,53.3,0.7,0,90
Myles Watkins,Bellarmine,55.3,bellarmine,ASUN,low,-2,53.3,0.7,0,90
DarKaun King,North Alabama,55.3,north alabama,ASUN,low,-2,53.3,0.7,0,90
Paulie Stramaglia,Samford,55.2,samford,SoCon,low,-2,53.2,0.7,0,90
Braeden Moore,Oral Roberts,55.2,oral roberts,Summit League,low,-2,53.2,0.7,0,90
Titus Yearout,Idaho,55.2,idaho,Big Sky,low,-2,53.2,0.7,0,90
Deng Garang,Le Moyne,55.2,le moyne,NEC,low,-2,53.2,0.7,0,90
Leo Nordberg,Longwood,55.2,longwood,Big South,low,-2,53.2,0.7,0,90
Dallin Grant,Utah Tech,55.2,utah tech,WAC,mid,-0.4,54.800000000000004,0.9,0,90
Alex Daniels,American,55.2,american,Patriot,low,-2,53.2,0.7,0,90
Ryan Williams,Northeastern,55.2,northeastern,CAA,low,-2,53.2,0.7,0,90
